method,dataset,instance,n_runs,Z_best,Z_mean,Z_std,Z_worst,t2b_mean,total_time_mean,time_budget_s,bound,gap_solver_pct,model_status,T,J,I,source_path,raw_method
MAT_mip_600s,5X,IncT5x_3,2.0,55824.522,56367.822,768.3422284373066,56911.122,607.4245000000001,608.841,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT5x_3_mip_seed1_b600.json,mip
MAT_mip_600s,5X,IncT5x_4,1.0,149151.022,149151.022,0.0,149151.022,608.211,609.712,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_4_mip_seed1_b600.json,mip
MAT_mip_600s,5X,IncT5x_5,1.0,47532.05,47532.05,0.0,47532.05,607.65,609.181,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_5_mip_seed1_b600.json,mip
MAT_mip_600s,5X,IncT5x_6,1.0,81217.962,81217.962,0.0,81217.962,607.579,608.952,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_6_mip_seed1_b600.json,mip
MAT_mip_600s,5X,IncT5x_7,1.0,24141.136,24141.136,0.0,24141.136,607.806,609.352,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_7_mip_seed1_b600.json,mip
MAT_mip_600s,5X,IncT5x_8,1.0,177899.482,177899.482,0.0,177899.482,608.419,609.911,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_8_mip_seed1_b600.json,mip
MAT_mip_600s,5X,IncT5x_9,1.0,28791.293,28791.293,0.0,28791.293,607.346,608.651,600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_9_mip_seed1_b600.json,mip
MAT_mip_600s,8X,IncT8x_2,1.0,141748.933,141748.933,0.0,141748.933,619.115,620.472,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_2_mip_seed1_b600.json,mip
MAT_mip_600s,8X,IncT8x_3,1.0,72423.653,72423.653,0.0,72423.653,619.563,621.108,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_3_mip_seed1_b600.json,mip
MAT_mip_600s,8X,IncT8x_4,1.0,177731.634,177731.634,0.0,177731.634,626.161,627.729,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_4_mip_seed1_b600.json,mip
MAT_mip_600s,8X,IncT8x_5,1.0,85982.556,85982.556,0.0,85982.556,619.745,621.238,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_5_mip_seed1_b600.json,mip
MAT_mip_600s,8X,IncT8x_6,1.0,110285.39,110285.39,0.0,110285.39,629.377,630.91,600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT8x_6_mip_seed1_b600.json,mip
MAT_mip_600s,Real,Ale_1,1.0,86264.683,86264.683,0.0,86264.683,49.294,50.608,600.0,,,,25.0,160.0,50.0,experiments\matheuristics\results_production\b600\Ale_1_mip_seed1_b600.json,mip
MAT_mip_600s,Real,Ale_10,1.0,5639.568,5639.568,0.0,5639.568,2.864,4.139,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_10_mip_seed1_b600.json,mip
MAT_mip_600s,Real,Ale_2,1.0,99950.709,99950.709,0.0,99950.709,2.606,3.884,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_2_mip_seed1_b600.json,mip
MAT_mip_600s,Real,Ale_3,1.0,39695.173,39695.173,0.0,39695.173,3.157,4.44,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_3_mip_seed1_b600.json,mip
MAT_mip_600s,Real,Ale_4,1.0,127725.976,127725.976,0.0,127725.976,2.972,4.238,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_4_mip_seed1_b600.json,mip
MAT_mip_600s,Real,Ale_5,1.0,35426.141,35426.141,0.0,35426.141,3.097,4.375,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_5_mip_seed1_b600.json,mip
MAT_mip_600s,Real,Ale_6,1.0,66677.463,66677.463,0.0,66677.463,2.312,3.595,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_6_mip_seed1_b600.json,mip
MAT_mip_600s,Real,Ale_7,1.0,10568.618,10568.618,0.0,10568.618,44.207,45.501,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_7_mip_seed1_b600.json,mip
MAT_mip_600s,Real,Ale_8,1.0,160911.938,160911.938,0.0,160911.938,2.211,3.502,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_8_mip_seed1_b600.json,mip
MAT_mip_600s,Real,Ale_9,1.0,15627.917,15627.917,0.0,15627.917,3.353,4.647,600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\b600\Ale_9_mip_seed1_b600.json,mip
MAT_rf_3600s,2X,IncT2X_1,1.0,40745.83,40745.83,0.0,40745.83,22.212,22.233,3600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT2X_1_rf_seed1.json,rf
MAT_rf_3600s,3X,IncT3x_3,1.0,46177.467,46177.467,0.0,46177.467,71.512,71.534,3600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT3x_3_rf_seed1.json,rf
MAT_rf_3600s,3X,IncT3x_7,1.0,17001.681,17001.681,0.0,17001.681,79.565,79.586,3600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT3x_7_rf_seed1.json,rf
MAT_rf_3600s,4X,IncT4x_3,1.0,50256.782,50256.782,0.0,50256.782,204.362,204.386,3600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT4x_3_rf_seed1.json,rf
MAT_rf_3600s,4X,IncT4x_7,1.0,19952.367,19952.367,0.0,19952.367,199.796,199.821,3600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT4x_7_rf_seed1.json,rf
MAT_rf_3600s,5X,IncT5x_10,1.0,21991.69,21991.69,0.0,21991.69,447.69,447.715,3600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT5x_10_rf_seed1.json,rf
MAT_rf_3600s,5X,IncT5x_3,1.0,54879.119,54879.119,0.0,54879.119,388.74,388.765,3600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT5x_3_rf_seed1.json,rf
MAT_rf_3600s,Real,Ale_1,1.0,91993.707,91993.707,0.0,91993.707,7.473,7.493,3600.0,,,,25.0,160.0,50.0,experiments\matheuristics\results_pilot\Ale_1_rf_seed1.json,rf
MAT_rf_fo_300s,3X,IncT3x_3,1.0,47769.556,47769.556,0.0,47769.556,216.525,294.589,300.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT3x_3_rf_fo_seed1_b300.json,rf+fo
MAT_rf_fo_300s,3X,IncT3x_7,1.0,16702.607,16702.607,0.0,16702.607,281.504,305.067,300.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT3x_7_rf_fo_seed1_b300.json,rf+fo
MAT_rf_fo_300s,4X,IncT4x_3,1.0,51437.32,51437.32,0.0,51437.32,278.454,294.024,300.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT4x_3_rf_fo_seed1_b300.json,rf+fo
MAT_rf_fo_300s,4X,IncT4x_7,1.0,23259.55,23259.55,0.0,23259.55,297.882,299.302,300.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT4x_7_rf_fo_seed1_b300.json,rf+fo
MAT_rf_fo_300s,5X,IncT5x_10,3.0,19557.383,694470.47,585395.0855646599,1064433.166,303.8396666666667,305.38266666666664,300.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT5x_10_rf_fo_seed1_autopsy_b300.json,rf+fo
MAT_rf_fo_300s,5X,IncT5x_3,2.0,64099.456,78863.525,20879.546615612177,93627.594,296.892,298.36699999999996,300.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT5x_3_rf_fo_seed1_b300.json,rf+fo
MAT_rf_fo_3600s,10X,IncT10x_2,2.0,142834.183,176255.50699999998,47264.88967326543,209676.831,3588.803,3617.6229999999996,3600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT10x_2_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,10X,IncT10x_3,2.0,88476.214,108395.471,28170.083401795207,128314.728,3477.4365,3596.745,3600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT10x_3_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,10X,IncT10x_4,2.0,172982.609,194595.4425,30565.16225701158,216208.276,3535.7155000000002,3610.7264999999998,3600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT10x_4_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,10X,IncT10x_5,4.0,78246.765,99477.0165,36480.35324989598,154102.825,3590.076,3616.1237499999997,3600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT10x_5_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,10X,IncT10x_6,2.0,109047.046,135029.349,36744.525284287156,161011.652,3550.7245000000003,3599.5615,3600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT10x_6_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,2X,IncT2X_1,2.0,40395.882,40528.8435,188.03595657347205,40661.805,308.121,3596.58,3600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT2X_1_rf_fo_seed1.json,rf+fo
MAT_rf_fo_3600s,2X,IncT2X_10,1.0,8402.793,8402.793,0.0,8402.793,39.535,3593.28,3600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT2X_10_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,2X,IncT2X_2,1.0,105211.081,105211.081,0.0,105211.081,66.602,3592.77,3600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT2X_2_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,2X,IncT2X_3,1.0,42940.295,42940.295,0.0,42940.295,23.118,3592.824,3600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT2X_3_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,2X,IncT2X_4,1.0,132100.436,132100.436,0.0,132100.436,291.456,3594.358,3600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT2X_4_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,2X,IncT2X_5,1.0,38265.119,38265.119,0.0,38265.119,42.312,3596.667,3600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT2X_5_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,2X,IncT2X_6,1.0,70572.794,70572.794,0.0,70572.794,355.924,3594.205,3600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT2X_6_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,2X,IncT2X_7,1.0,13618.675,13618.675,0.0,13618.675,88.814,3596.682,3600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT2X_7_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,2X,IncT2X_8,1.0,169724.484,169724.484,0.0,169724.484,199.574,3592.101,3600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT2X_8_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,2X,IncT2X_9,1.0,18794.183,18794.183,0.0,18794.183,58.616,3593.606,3600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT2X_9_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,3X,IncT3x_1,1.0,44071.776,44071.776,0.0,44071.776,484.21,3593.914,3600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT3x_1_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,3X,IncT3x_10,1.0,11392.717,11392.717,0.0,11392.717,164.338,3592.204,3600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT3x_10_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,3X,IncT3x_2,1.0,108784.587,108784.587,0.0,108784.587,972.855,3594.069,3600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT3x_2_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,3X,IncT3x_3,4.0,46175.567,46176.992,0.9499999999970896,46177.467,81.4625,3596.5947499999997,3600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT3x_3_rf_fo_seed1.json,rf+fo
MAT_rf_fo_3600s,3X,IncT3x_4,1.0,135703.95,135703.95,0.0,135703.95,1263.975,3592.209,3600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT3x_4_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,3X,IncT3x_5,1.0,41043.244,41043.244,0.0,41043.244,288.331,3597.877,3600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT3x_5_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,3X,IncT3x_6,1.0,74043.145,74043.145,0.0,74043.145,440.974,3599.074,3600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT3x_6_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,3X,IncT3x_7,4.0,16517.632,16578.1445,121.02499999999964,16759.682,696.96975,3603.49525,3600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT3x_7_rf_fo_seed1.json,rf+fo
MAT_rf_fo_3600s,3X,IncT3x_8,1.0,174281.637,174281.637,0.0,174281.637,68.295,3597.338,3600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT3x_8_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,3X,IncT3x_9,1.0,21782.345,21782.345,0.0,21782.345,909.646,3595.849,3600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT3x_9_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,4X,IncT4x_1,1.0,47116.022,47116.022,0.0,47116.022,882.119,3598.125,3600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT4x_1_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,4X,IncT4x_10,1.0,14442.92,14442.92,0.0,14442.92,225.908,3591.775,3600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT4x_10_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,4X,IncT4x_2,1.0,113457.063,113457.063,0.0,113457.063,312.948,3595.48,3600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT4x_2_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,4X,IncT4x_3,4.0,50144.492,50198.822,36.220000000001164,50216.932,1027.63575,3597.093,3600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT4x_3_rf_fo_seed1.json,rf+fo
MAT_rf_fo_3600s,4X,IncT4x_4,1.0,138910.452,138910.452,0.0,138910.452,1381.458,3595.611,3600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT4x_4_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,4X,IncT4x_5,1.0,43885.225,43885.225,0.0,43885.225,1841.612,3592.287,3600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT4x_5_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,4X,IncT4x_6,1.0,77209.306,77209.306,0.0,77209.306,3211.734,3594.074,3600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT4x_6_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,4X,IncT4x_7,4.0,19519.564,19652.7515,169.43874077376864,19873.039,1207.7995,3597.9750000000004,3600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT4x_7_rf_fo_seed1.json,rf+fo
MAT_rf_fo_3600s,4X,IncT4x_8,1.0,176310.751,176310.751,0.0,176310.751,194.264,3595.415,3600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT4x_8_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,4X,IncT4x_9,1.0,24780.369,24780.369,0.0,24780.369,927.82,3593.339,3600.0,,,,76.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT4x_9_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,5X,IncT5x_1,1.0,50351.243,50351.243,0.0,50351.243,2248.195,3595.083,3600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_1_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,5X,IncT5x_10,10.0,16115.811,17028.389799999997,877.4002730169275,18303.079,3265.1063000000004,3598.7164,3600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT5x_10_rf_fo_seed1.json,rf+fo
MAT_rf_fo_3600s,5X,IncT5x_2,1.0,116392.639,116392.639,0.0,116392.639,2191.553,3601.444,3600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_2_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,5X,IncT5x_3,11.0,54844.669,56006.08063636364,1093.768565037621,57006.921,1187.713181818182,3598.849,3600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT5x_3_rf_fo_seed1.json,rf+fo
MAT_rf_fo_3600s,5X,IncT5x_4,1.0,142135.253,142135.253,0.0,142135.253,808.571,3602.555,3600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_4_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,5X,IncT5x_5,1.0,46686.65,46686.65,0.0,46686.65,916.401,3598.95,3600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_5_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,5X,IncT5x_6,1.0,81625.778,81625.778,0.0,81625.778,2704.146,3597.433,3600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_6_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,5X,IncT5x_7,1.0,23034.683,23034.683,0.0,23034.683,2028.023,3605.367,3600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_7_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,5X,IncT5x_8,1.0,180758.497,180758.497,0.0,180758.497,3154.622,3606.425,3600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_8_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,5X,IncT5x_9,1.0,29538.702,29538.702,0.0,29538.702,412.633,3611.14,3600.0,,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_9_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,8X,IncT8x_2,4.0,135271.5,136862.24599999998,2864.253768107966,141146.399,3366.18425,3602.2405,3600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_2_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,8X,IncT8x_3,4.0,77759.647,78282.64425000001,799.240165805571,79473.057,3358.2712500000002,3610.5642500000004,3600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_3_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,8X,IncT8x_4,4.0,159958.731,160731.8035,666.475791085473,161506.869,3148.2124999999996,3611.6905,3600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_4_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,8X,IncT8x_5,4.0,59982.004,63187.43925,5785.599104961526,71855.978,3469.5425,3610.62425,3600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_5_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,8X,IncT8x_6,4.0,96576.714,97791.5485,1546.8959700814794,100008.734,3472.5467500000004,3607.7557500000003,3600.0,,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_6_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,Real,Ale_1,2.0,86317.983,86584.161,376.43253760535583,86850.339,96.92450000000001,3601.1715,3600.0,,,,25.0,160.0,50.0,experiments\matheuristics\results_pilot\Ale_1_rf_fo_seed1.json,rf+fo
MAT_rf_fo_3600s,Real,Ale_10,1.0,5658.468,5658.468,0.0,5658.468,5.786,7.091,3600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_10_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,Real,Ale_2,1.0,99950.709,99950.709,0.0,99950.709,3.287,6.741,3600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_2_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,Real,Ale_3,1.0,39695.173,39695.173,0.0,39695.173,3.973,8.062,3600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_3_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,Real,Ale_4,1.0,127800.463,127800.463,0.0,127800.463,6.679,7.961,3600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_4_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,Real,Ale_5,1.0,35439.916,35439.916,0.0,35439.916,6.851,8.138,3600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_5_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,Real,Ale_6,1.0,66677.463,66677.463,0.0,66677.463,3.371,6.366,3600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_6_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,Real,Ale_7,1.0,10568.618,10568.618,0.0,10568.618,4.331,45.078,3600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_7_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,Real,Ale_8,1.0,160911.938,160911.938,0.0,160911.938,3.014,5.92,3600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_8_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_3600s,Real,Ale_9,1.0,15635.217,15635.217,0.0,15635.217,7.073,8.423,3600.0,,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_9_rf_fo_seed1_b3600.json,rf+fo
MAT_rf_fo_600s,10X,IncT10x_2,1.0,154375.068,154375.068,0.0,154375.068,632.762,634.314,600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_2_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,10X,IncT10x_3,1.0,96565.324,96565.324,0.0,96565.324,639.6,641.089,600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_3_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,10X,IncT10x_4,1.0,192447.183,192447.183,0.0,192447.183,595.526,597.0,600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_4_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,10X,IncT10x_5,1.0,96884.72,96884.72,0.0,96884.72,649.186,650.694,600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_5_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,10X,IncT10x_6,1.0,126168.419,126168.419,0.0,126168.419,622.832,624.341,600.0,,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_6_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,2X,IncT2X_1,1.0,40395.882,40395.882,0.0,40395.882,567.483,592.468,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_1_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,2X,IncT2X_10,1.0,8402.793,8402.793,0.0,8402.793,40.793,591.956,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_10_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,2X,IncT2X_2,1.0,105211.081,105211.081,0.0,105211.081,69.231,594.338,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_2_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,2X,IncT2X_3,1.0,42940.295,42940.295,0.0,42940.295,24.931,592.05,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_3_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,2X,IncT2X_4,1.0,132100.436,132100.436,0.0,132100.436,309.48,592.678,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_4_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,2X,IncT2X_5,1.0,38265.119,38265.119,0.0,38265.119,44.311,592.652,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_5_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,2X,IncT2X_6,1.0,70572.794,70572.794,0.0,70572.794,346.704,592.459,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_6_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,2X,IncT2X_7,1.0,13618.675,13618.675,0.0,13618.675,87.181,594.218,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_7_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,2X,IncT2X_8,1.0,169724.484,169724.484,0.0,169724.484,195.992,591.617,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_8_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,2X,IncT2X_9,1.0,18794.183,18794.183,0.0,18794.183,60.982,593.16,600.0,,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_9_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,3X,IncT3x_1,1.0,43585.457,43585.457,0.0,43585.457,339.068,592.854,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_1_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,3X,IncT3x_10,1.0,11392.717,11392.717,0.0,11392.717,170.531,592.105,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_10_rf_fo_seed1_b600.json,rf+fo
MAT_rf_fo_600s,3X,IncT3x_2,1.0,108818.537,108818.537,0.0,108818.537,352.433,591.904,600.0,,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_2_rf_fo_seed1_b600.json,rf+fo
