method,dataset,instance,run_id,seed,Z_at_cutoff,selected_time_s,selected_tag,final_objective,time_to_best_s,total_time_s,overrun_s,source_run_hard_stop_compliant,value_found_within_budget,comparison_eligible,T_json,J_json,I_json,iterations,source_path,paper_note
ILS_v2,3X,IncT3x_6,3,3,83039.315,420.097,GRASP_warmup,80707.002,2697.69,3658.973,3058.973,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_6_run03.json,
ILS_v2,3X,IncT3x_6,4,4,88415.446,220.948,GRASP_warmup,84315.897,2620.733,3657.889,3057.889,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_6_run04.json,
ILS_v2,3X,IncT3x_6,5,5,88723.892,576.001,GRASP_warmup,80805.982,2903.361,3655.528,3055.528,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_6_run05.json,
ILS_v2,3X,IncT3x_6,6,6,94320.128,582.03,GRASP_warmup,81170.009,3436.819,3634.522,3034.522,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_6_run06.json,
ILS_v2,3X,IncT3x_6,7,7,104686.883,439.372,GRASP_warmup,79045.162,3154.326,3717.281,3117.281,False,True,True,57,160,50,16,experiments/GRASP/results_ils_v2/IncT3x_6_run07.json,
ILS_v2,3X,IncT3x_6,8,8,93674.958,311.042,GRASP_warmup,82175.03,1503.058,3605.574,3005.574,False,True,True,57,160,50,16,experiments/GRASP/results_ils_v2/IncT3x_6_run08.json,
ILS_v2,3X,IncT3x_6,9,9,88910.697,96.517,GRASP_warmup,80339.909,2862.35,3709.863,3109.863,False,True,True,57,160,50,21,experiments/GRASP/results_ils_v2/IncT3x_6_run09.json,
ILS_v2,3X,IncT3x_6,10,10,89873.828,489.437,GRASP_warmup,85413.351,3622.385,3628.134,3028.134,False,True,True,57,160,50,15,experiments/GRASP/results_ils_v2/IncT3x_6_run10.json,
ILS_v2,3X,IncT3x_7,1,1,35387.429,587.926,GRASP_warmup,23264.617,3522.991,3670.992,3070.992,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_7_run01.json,
ILS_v2,3X,IncT3x_7,2,2,24125.744,492.613,GRASP_warmup,22465.668,1627.936,3608.025,3008.025,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_7_run02.json,
ILS_v2,3X,IncT3x_7,3,3,26218.349,8.335,GRASP_warmup,21362.957,1472.701,3673.274,3073.274,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_7_run03.json,
ILS_v2,3X,IncT3x_7,4,4,23026.037,276.037,GRASP_warmup,20633.358,2534.864,3673.206,3073.206,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_7_run04.json,
ILS_v2,3X,IncT3x_7,5,5,30075.48,423.597,GRASP_warmup,22269.096,1416.442,3731.463,3131.463,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_7_run05.json,
ILS_v2,3X,IncT3x_7,6,6,24625.467,53.882,GRASP_warmup,21667.763,641.59,3740.227,3140.227,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_7_run06.json,
ILS_v2,3X,IncT3x_7,7,7,28686.138,207.972,GRASP_warmup,23355.991,3072.24,3726.808,3126.808,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_7_run07.json,
ILS_v2,3X,IncT3x_7,8,8,26186.218,582.469,GRASP_warmup,21366.491,1342.132,3621.958,3021.958,False,True,True,57,160,50,16,experiments/GRASP/results_ils_v2/IncT3x_7_run08.json,
ILS_v2,3X,IncT3x_7,9,9,30524.886,186.214,GRASP_warmup,21703.332,2336.74,3733.844,3133.844,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_7_run09.json,
ILS_v2,3X,IncT3x_7,10,10,31440.43,213.057,GRASP_warmup,23502.73,3141.766,3660.109,3060.109,False,True,True,57,160,50,21,experiments/GRASP/results_ils_v2/IncT3x_7_run10.json,
ILS_v2,3X,IncT3x_8,1,1,189132.663,550.294,GRASP_warmup,179916.468,1460.1,3660.91,3060.91,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_8_run01.json,
ILS_v2,3X,IncT3x_8,2,2,207169.465,507.147,GRASP_warmup,179293.164,1946.013,3630.331,3030.331,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_8_run02.json,
ILS_v2,3X,IncT3x_8,3,3,191067.527,5.451,GRASP_warmup,185162.108,3151.392,3690.255,3090.255,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_8_run03.json,
ILS_v2,3X,IncT3x_8,4,4,202951.105,476.642,GRASP_warmup,185378.291,1388.084,3661.426,3061.426,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_8_run04.json,
ILS_v2,3X,IncT3x_8,5,5,211142.515,402.279,GRASP_warmup,180074.831,2054.949,3701.543,3101.543,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_8_run05.json,
ILS_v2,3X,IncT3x_8,6,6,187917.728,61.312,GRASP_warmup,184763.53,2437.099,3670.18,3070.18,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_8_run06.json,
ILS_v2,3X,IncT3x_8,7,7,206181.816,380.444,GRASP_warmup,190667.827,788.649,3723.234,3123.234,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_8_run07.json,
ILS_v2,3X,IncT3x_8,8,8,213659.08,272.821,GRASP_warmup,187188.403,3439.892,3642.921,3042.921,False,True,True,57,160,50,16,experiments/GRASP/results_ils_v2/IncT3x_8_run08.json,
ILS_v2,3X,IncT3x_8,9,9,187687.958,438.673,GRASP_warmup,184934.46,2879.921,3718.237,3118.237,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_8_run09.json,
ILS_v2,3X,IncT3x_8,10,10,202033.464,421.062,GRASP_warmup,181714.56,1427.013,3696.708,3096.708,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_8_run10.json,
ILS_v2,3X,IncT3x_9,1,1,32348.342,407.981,GRASP_warmup,29985.913,3314.985,3694.553,3094.553,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_9_run01.json,
ILS_v2,3X,IncT3x_9,2,2,28849.462,290.962,GRASP_warmup,28657.003,2742.358,3638.697,3038.697,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_9_run02.json,
ILS_v2,3X,IncT3x_9,3,3,28729.412,496.786,GRASP_warmup,27116.225,3385.138,3843.643,3243.643,False,True,True,57,160,50,16,experiments/GRASP/results_ils_v2/IncT3x_9_run03.json,
ILS_v2,3X,IncT3x_9,4,4,37445.637,472.025,GRASP_warmup,29334.185,2963.207,3668.126,3068.126,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_9_run04.json,
ILS_v2,3X,IncT3x_9,5,5,37505.589,322.187,GRASP_warmup,31435.975,2135.14,3822.662,3222.662,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_9_run05.json,
ILS_v2,3X,IncT3x_9,6,6,28957.886,409.109,GRASP_warmup,28358.964,1753.092,3627.559,3027.559,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_9_run06.json,
ILS_v2,3X,IncT3x_9,7,7,28565.637,551.633,GRASP_warmup,27297.327,2325.353,3698.63,3098.63,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_9_run07.json,
ILS_v2,3X,IncT3x_9,8,8,33459.968,140.636,GRASP_warmup,27069.28,3486.177,3701.153,3101.153,False,True,True,57,160,50,16,experiments/GRASP/results_ils_v2/IncT3x_9_run08.json,
ILS_v2,3X,IncT3x_9,9,9,30604.873,34.403,GRASP_warmup,25388.89,3127.664,3658.792,3058.792,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_9_run09.json,
ILS_v2,3X,IncT3x_9,10,10,29682.915,499.311,GRASP_warmup,29355.7,2514.752,3659.206,3059.206,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_9_run10.json,
ILS_v2,4X,IncT4x_10,1,1,36132.07,245.194,GRASP_warmup,22682.472,2861.753,3690.724,3090.724,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_10_run01.json,
ILS_v2,4X,IncT4x_10,2,2,28530.885,97.39,GRASP_warmup,20906.763,2388.018,3653.17,3053.17,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_10_run02.json,
ILS_v2,4X,IncT4x_10,3,3,25815.287,74.487,GRASP_warmup,23221.553,2964.503,3821.55,3221.55,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_10_run03.json,
ILS_v2,4X,IncT4x_10,4,4,25754.825,501.049,GRASP_warmup,22245.292,2086.239,3824.65,3224.65,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_10_run04.json,
ILS_v2,4X,IncT4x_10,5,5,28689.355,195.304,GRASP_warmup,23129.202,3797.56,3802.811,3202.811,False,True,True,76,160,50,15,experiments/GRASP/results_ils_v2/IncT4x_10_run05.json,
ILS_v2,4X,IncT4x_10,6,6,27783.875,517.34,GRASP_warmup,20157.417,2489.208,3667.102,3067.102,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_10_run06.json,
ILS_v2,4X,IncT4x_10,7,7,24210.029,180.718,GRASP_warmup,20557.924,2822.901,3816.127,3216.127,False,True,True,76,160,50,15,experiments/GRASP/results_ils_v2/IncT4x_10_run07.json,
ILS_v2,4X,IncT4x_10,8,8,22445.189,571.417,GRASP_warmup,22445.189,571.417,3797.443,3197.443,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_10_run08.json,
ILS_v2,4X,IncT4x_10,9,9,25881.233,491.025,GRASP_warmup,21998.007,1148.233,3705.652,3105.652,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_10_run09.json,
ILS_v2,4X,IncT4x_10,10,10,23785.217,590.424,GRASP_warmup,21246.003,3767.183,3773.362,3173.362,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_10_run10.json,
ILS_v2,4X,IncT4x_1,1,1,67104.605,499.44,GRASP_warmup,60722.191,2193.103,3654.29,3054.29,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_1_run01.json,
ILS_v2,4X,IncT4x_1,2,2,64550.682,29.645,GRASP_warmup,64003.094,2913.348,3748.191,3148.191,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_1_run02.json,
ILS_v2,4X,IncT4x_1,3,3,71227.518,513.988,GRASP_warmup,57415.375,3001.408,3815.214,3215.214,False,True,True,76,160,50,15,experiments/GRASP/results_ils_v2/IncT4x_1_run03.json,
ILS_v2,4X,IncT4x_1,4,4,78696.737,341.008,GRASP_warmup,61873.366,2349.908,3622.353,3022.353,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_1_run04.json,
ILS_v2,4X,IncT4x_1,5,5,70518.442,555.768,GRASP_warmup,55959.758,3321.552,3679.787,3079.787,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_1_run05.json,
ILS_v2,4X,IncT4x_1,6,6,76574.856,115.407,GRASP_warmup,63119.476,3553.285,3846.105,3246.105,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_1_run06.json,
ILS_v2,4X,IncT4x_1,7,7,60960.053,248.136,GRASP_warmup,56962.476,3490.852,3789.744,3189.744,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_1_run07.json,
ILS_v2,4X,IncT4x_1,8,8,64749.616,263.569,GRASP_warmup,60694.665,1955.987,3745.397,3145.397,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_1_run08.json,
ILS_v2,4X,IncT4x_1,9,9,77866.737,41.48,GRASP_warmup,54208.086,3047.52,3740.699,3140.699,False,True,True,76,160,50,14,experiments/GRASP/results_ils_v2/IncT4x_1_run09.json,
ILS_v2,4X,IncT4x_1,10,10,65456.375,425.716,GRASP_warmup,59120.723,2688.715,3671.324,3071.324,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_1_run10.json,
ILS_v2,4X,IncT4x_2,1,1,156856.538,464.172,GRASP_warmup,124581.262,3012.414,3795.916,3195.916,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_2_run01.json,
ILS_v2,4X,IncT4x_2,2,2,152465.01,26.177,GRASP_warmup,135769.0,3690.29,3696.311,3096.311,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_2_run02.json,
ILS_v2,4X,IncT4x_2,3,3,133705.017,492.218,GRASP_warmup,117470.63,2742.682,3616.424,3016.424,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_2_run03.json,
ILS_v2,4X,IncT4x_2,4,4,141846.939,304.69,GRASP_warmup,133326.635,2711.102,3637.106,3037.106,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_2_run04.json,
ILS_v2,4X,IncT4x_2,5,5,149460.412,263.897,GRASP_warmup,124870.529,1996.996,3752.27,3152.27,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_2_run05.json,
ILS_v2,4X,IncT4x_2,6,6,156720.667,283.224,GRASP_warmup,119069.869,3239.782,3870.63,3270.63,False,True,True,76,160,50,14,experiments/GRASP/results_ils_v2/IncT4x_2_run06.json,
ILS_v2,4X,IncT4x_2,7,7,163558.036,537.573,GRASP_warmup,132817.666,3112.394,3646.371,3046.371,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_2_run07.json,
ILS_v2,4X,IncT4x_2,8,8,178543.208,323.585,GRASP_warmup,148925.922,1988.715,3715.598,3115.598,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_2_run08.json,
ILS_v2,4X,IncT4x_2,9,9,169762.578,93.364,GRASP_warmup,126641.551,2815.873,3632.362,3032.362,False,True,True,76,160,50,16,experiments/GRASP/results_ils_v2/IncT4x_2_run09.json,
ILS_v2,4X,IncT4x_2,10,10,181738.293,358.573,GRASP_warmup,122080.906,2707.417,3823.781,3223.781,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_2_run10.json,
ILS_v2,4X,IncT4x_3,1,1,69560.306,322.903,GRASP_warmup,61162.895,2985.622,3752.852,3152.852,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_3_run01.json,
ILS_v2,4X,IncT4x_3,2,2,68009.913,34.573,GRASP_warmup,61808.556,2240.336,3830.801,3230.801,False,True,True,76,160,50,15,experiments/GRASP/results_ils_v2/IncT4x_3_run02.json,
ILS_v2,4X,IncT4x_3,3,3,62926.853,578.983,GRASP_warmup,60876.147,3480.1,3681.206,3081.206,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_3_run03.json,
ILS_v2,4X,IncT4x_3,4,4,67102.717,359.27,GRASP_warmup,63896.036,2681.382,3766.359,3166.359,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_3_run04.json,
ILS_v2,4X,IncT4x_3,5,5,64023.616,369.324,GRASP_warmup,64023.616,369.324,3689.394,3089.394,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_3_run05.json,
ILS_v2,4X,IncT4x_3,6,6,70240.121,11.295,GRASP_warmup,63220.735,2118.394,3799.321,3199.321,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_3_run06.json,
ILS_v2,4X,IncT4x_3,7,7,65345.405,385.465,GRASP_warmup,65345.405,385.465,3669.494,3069.494,False,True,True,76,160,50,9,experiments/GRASP/results_ils_v2/IncT4x_3_run07.json,
ILS_v2,4X,IncT4x_3,8,8,81436.142,257.879,GRASP_warmup,66961.718,3470.574,3834.192,3234.192,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_3_run08.json,
ILS_v2,4X,IncT4x_3,9,9,73026.16,319.234,GRASP_warmup,58956.125,2704.214,3792.906,3192.906,False,True,True,76,160,50,14,experiments/GRASP/results_ils_v2/IncT4x_3_run09.json,
ILS_v2,4X,IncT4x_3,10,10,63255.293,197.705,GRASP_warmup,59418.993,3808.308,3813.701,3213.701,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_3_run10.json,
ILS_v2,4X,IncT4x_4,1,1,190692.207,86.696,GRASP_warmup,145131.916,2751.001,3771.239,3171.239,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_4_run01.json,
ILS_v2,4X,IncT4x_4,2,2,178538.083,16.954,GRASP_warmup,165147.692,2469.149,3654.721,3054.721,False,True,True,76,160,50,9,experiments/GRASP/results_ils_v2/IncT4x_4_run02.json,
ILS_v2,4X,IncT4x_4,3,3,169324.51,524.047,GRASP_warmup,143568.07,3657.287,3663.379,3063.379,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_4_run03.json,
ILS_v2,4X,IncT4x_4,4,4,170365.253,539.387,GRASP_warmup,144340.205,3149.48,3711.405,3111.405,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_4_run04.json,
ILS_v2,4X,IncT4x_4,5,5,163195.834,286.818,GRASP_warmup,153995.951,3262.163,3793.971,3193.971,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_4_run05.json,
ILS_v2,4X,IncT4x_4,6,6,171343.629,452.086,GRASP_warmup,155810.409,2875.013,3664.69,3064.69,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_4_run06.json,
ILS_v2,4X,IncT4x_4,7,7,182104.788,405.969,GRASP_warmup,153260.43,3136.417,3822.93,3222.93,False,True,True,76,160,50,15,experiments/GRASP/results_ils_v2/IncT4x_4_run07.json,
ILS_v2,4X,IncT4x_4,8,8,182760.4,291.138,GRASP_warmup,157984.203,2718.51,3640.374,3040.374,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_4_run08.json,
ILS_v2,4X,IncT4x_4,9,9,174158.209,169.716,GRASP_warmup,162609.708,2304.78,3636.011,3036.011,False,True,True,76,160,50,8,experiments/GRASP/results_ils_v2/IncT4x_4_run09.json,
ILS_v2,4X,IncT4x_4,10,10,167123.362,178.931,GRASP_warmup,147768.633,2373.226,3724.069,3124.069,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_4_run10.json,
ILS_v2,4X,IncT4x_5,1,1,78008.249,422.818,GRASP_warmup,67823.311,1427.588,3737.957,3137.957,False,True,True,76,160,50,9,experiments/GRASP/results_ils_v2/IncT4x_5_run01.json,
ILS_v2,4X,IncT4x_5,2,2,83797.365,455.828,GRASP_warmup,61857.587,1992.481,3841.83,3241.83,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_5_run02.json,
ILS_v2,4X,IncT4x_5,3,3,70359.971,43.834,GRASP_warmup,48973.029,742.38,3689.461,3089.461,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_5_run03.json,
ILS_v2,4X,IncT4x_5,4,4,74639.302,65.122,GRASP_warmup,63438.414,3442.452,3748.44,3148.44,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_5_run04.json,
ILS_v2,4X,IncT4x_5,5,5,47752.589,245.772,GRASP_warmup,47752.589,245.772,3744.023,3144.023,False,True,True,76,160,50,8,experiments/GRASP/results_ils_v2/IncT4x_5_run05.json,
ILS_v2,4X,IncT4x_5,6,6,78143.448,102.777,GRASP_warmup,67147.49,2977.107,3839.237,3239.237,False,True,True,76,160,50,8,experiments/GRASP/results_ils_v2/IncT4x_5_run06.json,
ILS_v2,4X,IncT4x_5,7,7,68740.179,555.231,GRASP_warmup,68740.179,555.231,3837.455,3237.455,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_5_run07.json,
ILS_v2,4X,IncT4x_5,8,8,70960.347,585.251,GRASP_warmup,57015.482,3176.46,3735.747,3135.747,False,True,True,76,160,50,9,experiments/GRASP/results_ils_v2/IncT4x_5_run08.json,
ILS_v2,4X,IncT4x_5,9,9,49087.193,113.184,GRASP_warmup,49087.193,113.184,3715.227,3115.227,False,True,True,76,160,50,9,experiments/GRASP/results_ils_v2/IncT4x_5_run09.json,
ILS_v2,4X,IncT4x_5,10,10,61949.694,23.907,GRASP_warmup,61949.694,23.907,3799.72,3199.72,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_5_run10.json,
ILS_v2,4X,IncT4x_6,1,1,106280.147,182.496,GRASP_warmup,90181.877,2876.126,3733.967,3133.967,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_6_run01.json,
ILS_v2,4X,IncT4x_6,2,2,91992.448,392.65,GRASP_warmup,89634.961,3678.361,3684.27,3084.27,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_6_run02.json,
ILS_v2,4X,IncT4x_6,3,3,105673.725,228.754,GRASP_warmup,87236.82,2522.734,3807.152,3207.152,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_6_run03.json,
ILS_v2,4X,IncT4x_6,4,4,98273.719,278.018,GRASP_warmup,95397.915,2366.79,3705.98,3105.98,False,True,True,76,160,50,14,experiments/GRASP/results_ils_v2/IncT4x_6_run04.json,
ILS_v2,4X,IncT4x_6,5,5,97015.646,99.216,GRASP_warmup,93421.759,1918.601,3728.227,3128.227,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_6_run05.json,
ILS_v2,4X,IncT4x_6,6,6,96347.56,489.84,GRASP_warmup,94292.155,3036.873,3676.238,3076.238,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_6_run06.json,
ILS_v2,4X,IncT4x_6,7,7,102756.89,487.607,GRASP_warmup,86939.556,2694.608,3661.52,3061.52,False,True,True,76,160,50,9,experiments/GRASP/results_ils_v2/IncT4x_6_run07.json,
ILS_v2,4X,IncT4x_6,8,8,105586.614,140.254,GRASP_warmup,93347.18,2528.456,3711.817,3111.817,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_6_run08.json,
ILS_v2,4X,IncT4x_6,9,9,101053.402,332.123,GRASP_warmup,91551.235,3002.865,3659.308,3059.308,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_6_run09.json,
ILS_v2,4X,IncT4x_6,10,10,110969.774,318.985,GRASP_warmup,100774.548,2838.617,3671.359,3071.359,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_6_run10.json,
ILS_v2,4X,IncT4x_7,1,1,38487.205,308.396,GRASP_warmup,32192.638,3364.1,3654.642,3054.642,False,True,True,76,160,50,9,experiments/GRASP/results_ils_v2/IncT4x_7_run01.json,
ILS_v2,4X,IncT4x_7,2,2,26897.394,516.19,GRASP_warmup,26897.394,516.19,3709.882,3109.882,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_7_run02.json,
ILS_v2,4X,IncT4x_7,3,3,38310.04,440.943,GRASP_warmup,35837.521,3278.964,3713.774,3113.774,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_7_run03.json,
ILS_v2,4X,IncT4x_7,4,4,53162.579,215.221,GRASP_warmup,32042.251,3549.591,3778.802,3178.802,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_7_run04.json,
ILS_v2,4X,IncT4x_7,5,5,38405.034,365.282,GRASP_warmup,35784.105,2670.622,3626.878,3026.878,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_7_run05.json,
ILS_v2,4X,IncT4x_7,6,6,40689.56,226.171,GRASP_warmup,36824.725,3203.333,3725.777,3125.777,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_7_run06.json,
ILS_v2,4X,IncT4x_7,7,7,36063.878,328.29,GRASP_warmup,30277.41,3283.876,3770.601,3170.601,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_7_run07.json,
ILS_v2,4X,IncT4x_7,8,8,29692.693,339.193,GRASP_warmup,26566.027,3682.303,3688.552,3088.552,False,True,True,76,160,50,9,experiments/GRASP/results_ils_v2/IncT4x_7_run08.json,
ILS_v2,4X,IncT4x_7,9,9,42820.231,428.867,GRASP_warmup,30282.808,2747.215,3690.376,3090.376,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_7_run09.json,
ILS_v2,4X,IncT4x_7,10,10,46450.867,39.555,GRASP_warmup,33785.335,667.743,3626.123,3026.123,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_7_run10.json,
ILS_v2,4X,IncT4x_8,1,1,221457.034,133.044,GRASP_warmup,195599.399,1545.131,3611.151,3011.151,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_8_run01.json,
ILS_v2,4X,IncT4x_8,2,2,209394.914,155.362,GRASP_warmup,188244.948,3675.938,3682.411,3082.411,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_8_run02.json,
ILS_v2,4X,IncT4x_8,3,3,199083.459,9.9,GRASP_warmup,184979.56,1494.275,3867.432,3267.432,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_8_run03.json,
ILS_v2,4X,IncT4x_8,4,4,238610.927,488.219,GRASP_warmup,201628.234,3287.288,3702.702,3102.702,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_8_run04.json,
ILS_v2,4X,IncT4x_8,5,5,215216.48,405.403,GRASP_warmup,194557.944,2507.459,3788.623,3188.623,False,True,True,76,160,50,12,experiments/GRASP/results_ils_v2/IncT4x_8_run05.json,
ILS_v2,4X,IncT4x_8,6,6,201771.062,375.136,GRASP_warmup,187791.638,3560.52,3778.957,3178.957,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_8_run06.json,
ILS_v2,4X,IncT4x_8,7,7,203762.325,309.027,GRASP_warmup,184146.272,3563.368,3811.884,3211.884,False,True,True,76,160,50,14,experiments/GRASP/results_ils_v2/IncT4x_8_run07.json,
ILS_v2,4X,IncT4x_8,8,8,220639.999,370.692,GRASP_warmup,191734.052,1011.667,3704.409,3104.409,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_8_run08.json,
ILS_v2,4X,IncT4x_8,9,9,198997.489,233.632,GRASP_warmup,196155.007,845.043,3704.991,3104.991,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_8_run09.json,
ILS_v2,4X,IncT4x_8,10,10,201000.994,186.676,GRASP_warmup,182781.1,3589.184,3778.185,3178.185,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_8_run10.json,
ILS_v2,4X,IncT4x_9,1,1,41755.557,301.424,GRASP_warmup,33354.884,3564.237,3875.613,3275.613,False,True,True,76,160,50,13,experiments/GRASP/results_ils_v2/IncT4x_9_run01.json,
ILS_v2,4X,IncT4x_9,2,2,44651.844,267.513,GRASP_warmup,43786.319,3153.325,3783.28,3183.28,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_9_run02.json,
ILS_v2,4X,IncT4x_9,3,3,52822.44,150.753,GRASP_warmup,31283.599,3251.721,3663.709,3063.709,False,True,True,76,160,50,10,experiments/GRASP/results_ils_v2/IncT4x_9_run03.json,
ILS_v2,4X,IncT4x_9,4,4,45922.872,253.047,GRASP_warmup,29805.886,1910.077,3777.693,3177.693,False,True,True,76,160,50,11,experiments/GRASP/results_ils_v2/IncT4x_9_run04.json,
