method,dataset,instance,run_id,seed,Z_at_cutoff,selected_time_s,selected_tag,final_objective,time_to_best_s,total_time_s,overrun_s,source_run_hard_stop_compliant,value_found_within_budget,comparison_eligible,T_json,J_json,I_json,iterations,source_path,paper_note
ILS_v2,2X,IncT2X_3,1,1,51806.973,586.931,GRASP_warmup,48821.477,3027.805,3612.486,3012.486,False,True,True,38,160,50,347,experiments/GRASP/results_ils_v2/IncT2X_3_run01.json,
ILS_v2,2X,IncT2X_3,2,2,48783.872,105.555,GRASP_warmup,47402.775,2711.572,3616.13,3016.13,False,True,True,38,160,50,341,experiments/GRASP/results_ils_v2/IncT2X_3_run02.json,
ILS_v2,2X,IncT2X_3,3,3,50116.473,301.549,GRASP_warmup,48691.831,3479.807,3602.848,3002.848,False,True,True,38,160,50,327,experiments/GRASP/results_ils_v2/IncT2X_3_run03.json,
ILS_v2,2X,IncT2X_3,4,4,49342.436,286.123,GRASP_warmup,49316.686,3336.863,3600.344,3000.344,False,True,True,38,160,50,345,experiments/GRASP/results_ils_v2/IncT2X_3_run04.json,
ILS_v2,2X,IncT2X_3,5,5,49523.739,479.98,GRASP_warmup,49372.614,3408.032,3606.075,3006.075,False,True,True,38,160,50,321,experiments/GRASP/results_ils_v2/IncT2X_3_run05.json,
ILS_v2,2X,IncT2X_3,6,6,51073.445,565.399,GRASP_warmup,49796.458,2942.948,3604.078,3004.078,False,True,True,38,160,50,334,experiments/GRASP/results_ils_v2/IncT2X_3_run06.json,
ILS_v2,2X,IncT2X_3,7,7,53109.559,37.15,GRASP_warmup,47026.985,3399.4,3607.056,3007.056,False,True,True,38,160,50,341,experiments/GRASP/results_ils_v2/IncT2X_3_run07.json,
ILS_v2,2X,IncT2X_3,8,8,50709.037,36.416,GRASP_warmup,46584.081,3365.069,3604.034,3004.034,False,True,True,38,160,50,323,experiments/GRASP/results_ils_v2/IncT2X_3_run08.json,
ILS_v2,2X,IncT2X_3,9,9,47893.987,8.135,GRASP_warmup,45168.086,2051.557,3600.419,3000.419,False,True,True,38,160,50,330,experiments/GRASP/results_ils_v2/IncT2X_3_run09.json,
ILS_v2,2X,IncT2X_3,10,10,52076.149,188.595,GRASP_warmup,49127.21,2593.191,3606.607,3006.607,False,True,True,38,160,50,337,experiments/GRASP/results_ils_v2/IncT2X_3_run10.json,
ILS_v2,2X,IncT2X_4,1,1,140471.857,286.768,GRASP_warmup,134530.483,2205.16,3602.443,3002.443,False,True,True,38,160,50,330,experiments/GRASP/results_ils_v2/IncT2X_4_run01.json,
ILS_v2,2X,IncT2X_4,2,2,142234.21,332.039,GRASP_warmup,138288.751,3567.782,3603.116,3003.116,False,True,True,38,160,50,330,experiments/GRASP/results_ils_v2/IncT2X_4_run02.json,
ILS_v2,2X,IncT2X_4,3,3,142949.748,414.243,GRASP_warmup,136790.459,3555.446,3604.586,3004.586,False,True,True,38,160,50,330,experiments/GRASP/results_ils_v2/IncT2X_4_run03.json,
ILS_v2,2X,IncT2X_4,4,4,137355.84,196.01,GRASP_warmup,134190.224,1558.411,3607.864,3007.864,False,True,True,38,160,50,332,experiments/GRASP/results_ils_v2/IncT2X_4_run04.json,
ILS_v2,2X,IncT2X_4,5,5,143271.378,64.08,GRASP_warmup,133316.912,2233.682,3603.313,3003.313,False,True,True,38,160,50,343,experiments/GRASP/results_ils_v2/IncT2X_4_run05.json,
ILS_v2,2X,IncT2X_4,6,6,145656.428,416.875,GRASP_warmup,140517.153,1835.384,3600.545,3000.545,False,True,True,38,160,50,319,experiments/GRASP/results_ils_v2/IncT2X_4_run06.json,
ILS_v2,2X,IncT2X_4,7,7,140833.872,56.466,GRASP_warmup,134866.306,2838.758,3606.578,3006.578,False,True,True,38,160,50,332,experiments/GRASP/results_ils_v2/IncT2X_4_run07.json,
ILS_v2,2X,IncT2X_4,8,8,140101.314,545.742,GRASP_warmup,133867.308,3370.347,3605.143,3005.143,False,True,True,38,160,50,338,experiments/GRASP/results_ils_v2/IncT2X_4_run08.json,
ILS_v2,2X,IncT2X_4,9,9,140643.701,76.877,GRASP_warmup,135185.967,3508.329,3603.635,3003.635,False,True,True,38,160,50,342,experiments/GRASP/results_ils_v2/IncT2X_4_run09.json,
ILS_v2,2X,IncT2X_4,10,10,145512.36,344.025,GRASP_warmup,134175.9,3451.597,3602.638,3002.638,False,True,True,38,160,50,331,experiments/GRASP/results_ils_v2/IncT2X_4_run10.json,
ILS_v2,2X,IncT2X_5,1,1,41373.966,50.817,GRASP_warmup,40808.641,2933.904,3607.437,3007.437,False,True,True,38,160,50,298,experiments/GRASP/results_ils_v2/IncT2X_5_run01.json,
ILS_v2,2X,IncT2X_5,2,2,49218.481,467.876,GRASP_warmup,40511.241,3039.193,3601.933,3001.933,False,True,True,38,160,50,267,experiments/GRASP/results_ils_v2/IncT2X_5_run02.json,
ILS_v2,2X,IncT2X_5,3,3,40471.308,589.596,GRASP_warmup,39862.583,3070.671,3608.327,3008.327,False,True,True,38,160,50,275,experiments/GRASP/results_ils_v2/IncT2X_5_run03.json,
ILS_v2,2X,IncT2X_5,4,4,40506.333,134.204,GRASP_warmup,38391.644,3260.066,3607.307,3007.307,False,True,True,38,160,50,276,experiments/GRASP/results_ils_v2/IncT2X_5_run04.json,
ILS_v2,2X,IncT2X_5,5,5,49669.351,58.268,GRASP_warmup,40856.266,2704.31,3605.208,3005.208,False,True,True,38,160,50,270,experiments/GRASP/results_ils_v2/IncT2X_5_run05.json,
ILS_v2,2X,IncT2X_5,6,6,40822.604,520.132,GRASP_warmup,39885.883,2986.666,3606.653,3006.653,False,True,True,38,160,50,281,experiments/GRASP/results_ils_v2/IncT2X_5_run06.json,
ILS_v2,2X,IncT2X_5,7,7,47806.173,429.169,GRASP_warmup,46393.846,3260.97,3601.188,3001.188,False,True,True,38,160,50,298,experiments/GRASP/results_ils_v2/IncT2X_5_run07.json,
ILS_v2,2X,IncT2X_5,8,8,41200.481,514.397,GRASP_warmup,39924.783,2105.192,3608.789,3008.789,False,True,True,38,160,50,278,experiments/GRASP/results_ils_v2/IncT2X_5_run08.json,
ILS_v2,2X,IncT2X_5,9,9,40466.208,118.294,GRASP_warmup,38494.144,3528.031,3600.359,3000.359,False,True,True,38,160,50,280,experiments/GRASP/results_ils_v2/IncT2X_5_run09.json,
ILS_v2,2X,IncT2X_5,10,10,52185.923,42.177,GRASP_warmup,51260.256,3523.111,3605.689,3005.689,False,True,True,38,160,50,289,experiments/GRASP/results_ils_v2/IncT2X_5_run10.json,
ILS_v2,2X,IncT2X_6,1,1,81562.611,407.967,GRASP_warmup,74534.638,2452.118,3605.953,3005.953,False,True,True,38,160,50,293,experiments/GRASP/results_ils_v2/IncT2X_6_run01.json,
ILS_v2,2X,IncT2X_6,2,2,79629.2,219.88,GRASP_warmup,76453.905,2571.3,3605.161,3005.161,False,True,True,38,160,50,303,experiments/GRASP/results_ils_v2/IncT2X_6_run02.json,
ILS_v2,2X,IncT2X_6,3,3,77694.139,158.396,GRASP_warmup,73957.432,3069.055,3604.141,3004.141,False,True,True,38,160,50,293,experiments/GRASP/results_ils_v2/IncT2X_6_run03.json,
ILS_v2,2X,IncT2X_6,4,4,77190.079,488.416,GRASP_warmup,74370.719,2324.475,3604.19,3004.19,False,True,True,38,160,50,291,experiments/GRASP/results_ils_v2/IncT2X_6_run04.json,
ILS_v2,2X,IncT2X_6,5,5,81484.25,281.295,GRASP_warmup,73292.373,2784.253,3602.802,3002.802,False,True,True,38,160,50,319,experiments/GRASP/results_ils_v2/IncT2X_6_run05.json,
ILS_v2,2X,IncT2X_6,6,6,78393.372,233.993,GRASP_warmup,71405.102,3381.141,3608.587,3008.587,False,True,True,38,160,50,307,experiments/GRASP/results_ils_v2/IncT2X_6_run06.json,
ILS_v2,2X,IncT2X_6,7,7,81782.355,389.62,GRASP_warmup,76580.265,3028.097,3602.141,3002.141,False,True,True,38,160,50,296,experiments/GRASP/results_ils_v2/IncT2X_6_run07.json,
ILS_v2,2X,IncT2X_6,8,8,82439.006,75.546,GRASP_warmup,78941.952,2957.333,3610.311,3010.311,False,True,True,38,160,50,308,experiments/GRASP/results_ils_v2/IncT2X_6_run08.json,
ILS_v2,2X,IncT2X_6,9,9,75739.559,523.809,GRASP_warmup,71423.816,3369.401,3604.513,3004.513,False,True,True,38,160,50,291,experiments/GRASP/results_ils_v2/IncT2X_6_run09.json,
ILS_v2,2X,IncT2X_6,10,10,80393.653,7.481,GRASP_warmup,74007.145,2243.028,3602.214,3002.214,False,True,True,38,160,50,294,experiments/GRASP/results_ils_v2/IncT2X_6_run10.json,
ILS_v2,2X,IncT2X_7,1,1,16604.139,76.739,GRASP_warmup,13964.65,3521.599,3612.8,3012.8,False,True,True,38,160,50,289,experiments/GRASP/results_ils_v2/IncT2X_7_run01.json,
ILS_v2,2X,IncT2X_7,2,2,16260.167,340.0,GRASP_warmup,15255.32,1760.644,3605.263,3005.263,False,True,True,38,160,50,280,experiments/GRASP/results_ils_v2/IncT2X_7_run02.json,
ILS_v2,2X,IncT2X_7,3,3,17390.0,102.742,GRASP_warmup,15244.87,3054.159,3604.921,3004.921,False,True,True,38,160,50,285,experiments/GRASP/results_ils_v2/IncT2X_7_run03.json,
ILS_v2,2X,IncT2X_7,4,4,14223.675,73.457,GRASP_warmup,14007.8,898.301,3608.469,3008.469,False,True,True,38,160,50,284,experiments/GRASP/results_ils_v2/IncT2X_7_run04.json,
ILS_v2,2X,IncT2X_7,5,5,16094.959,585.795,GRASP_warmup,14721.817,2515.874,3619.719,3019.719,False,True,True,38,160,50,314,experiments/GRASP/results_ils_v2/IncT2X_7_run05.json,
ILS_v2,2X,IncT2X_7,6,6,15850.14,140.703,GRASP_warmup,13970.275,1839.257,3602.105,3002.105,False,True,True,38,160,50,302,experiments/GRASP/results_ils_v2/IncT2X_7_run06.json,
ILS_v2,2X,IncT2X_7,7,7,17123.543,81.59,GRASP_warmup,15244.87,2146.918,3613.279,3013.279,False,True,True,38,160,50,296,experiments/GRASP/results_ils_v2/IncT2X_7_run07.json,
ILS_v2,2X,IncT2X_7,8,8,17480.762,134.482,GRASP_warmup,16693.413,3237.761,3601.202,3001.202,False,True,True,38,160,50,279,experiments/GRASP/results_ils_v2/IncT2X_7_run08.json,
ILS_v2,2X,IncT2X_7,9,9,17415.216,80.21,GRASP_warmup,14020.075,3592.462,3604.725,3004.725,False,True,True,38,160,50,292,experiments/GRASP/results_ils_v2/IncT2X_7_run09.json,
ILS_v2,2X,IncT2X_7,10,10,16837.995,336.127,GRASP_warmup,14321.4,3457.636,3602.568,3002.568,False,True,True,38,160,50,296,experiments/GRASP/results_ils_v2/IncT2X_7_run10.json,
ILS_v2,2X,IncT2X_8,1,1,185055.205,55.273,GRASP_warmup,176545.061,2127.929,3600.473,3000.473,False,True,True,38,160,50,351,experiments/GRASP/results_ils_v2/IncT2X_8_run01.json,
ILS_v2,2X,IncT2X_8,2,2,174150.801,36.319,GRASP_warmup,173543.374,3123.609,3601.329,3001.329,False,True,True,38,160,50,342,experiments/GRASP/results_ils_v2/IncT2X_8_run02.json,
ILS_v2,2X,IncT2X_8,3,3,178136.31,0.615,GRASP_warmup,174627.022,2017.011,3608.632,3008.632,False,True,True,38,160,50,326,experiments/GRASP/results_ils_v2/IncT2X_8_run03.json,
ILS_v2,2X,IncT2X_8,4,4,181867.21,158.811,GRASP_warmup,174150.6,2859.879,3602.677,3002.677,False,True,True,38,160,50,320,experiments/GRASP/results_ils_v2/IncT2X_8_run04.json,
ILS_v2,2X,IncT2X_8,5,5,183240.615,151.846,GRASP_warmup,179313.071,2828.005,3610.092,3010.092,False,True,True,38,160,50,354,experiments/GRASP/results_ils_v2/IncT2X_8_run05.json,
ILS_v2,2X,IncT2X_8,6,6,186090.503,62.726,GRASP_warmup,177334.033,3040.872,3602.024,3002.024,False,True,True,38,160,50,333,experiments/GRASP/results_ils_v2/IncT2X_8_run06.json,
ILS_v2,2X,IncT2X_8,7,7,173189.523,73.69,GRASP_warmup,172193.717,2602.72,3609.525,3009.525,False,True,True,38,160,50,352,experiments/GRASP/results_ils_v2/IncT2X_8_run07.json,
ILS_v2,2X,IncT2X_8,8,8,186120.39,374.013,GRASP_warmup,179712.419,3152.101,3604.987,3004.987,False,True,True,38,160,50,331,experiments/GRASP/results_ils_v2/IncT2X_8_run08.json,
ILS_v2,2X,IncT2X_8,9,9,177900.74,100.854,GRASP_warmup,170021.061,2106.266,3605.961,3005.961,False,True,True,38,160,50,339,experiments/GRASP/results_ils_v2/IncT2X_8_run09.json,
ILS_v2,2X,IncT2X_8,10,10,177813.7,458.286,GRASP_warmup,171590.77,1989.112,3600.663,3000.663,False,True,True,38,160,50,333,experiments/GRASP/results_ils_v2/IncT2X_8_run10.json,
ILS_v2,2X,IncT2X_9,1,1,23216.322,388.61,GRASP_warmup,20561.563,3478.726,3604.302,3004.302,False,True,True,38,160,50,282,experiments/GRASP/results_ils_v2/IncT2X_9_run01.json,
ILS_v2,2X,IncT2X_9,2,2,22231.307,84.272,GRASP_warmup,19182.946,2083.525,3602.662,3002.662,False,True,True,38,160,50,275,experiments/GRASP/results_ils_v2/IncT2X_9_run02.json,
ILS_v2,2X,IncT2X_9,3,3,22091.109,54.928,GRASP_warmup,20879.021,3453.25,3600.817,3000.817,False,True,True,38,160,50,271,experiments/GRASP/results_ils_v2/IncT2X_9_run03.json,
ILS_v2,2X,IncT2X_9,4,4,21883.424,299.472,GRASP_warmup,20879.321,3189.815,3602.596,3002.596,False,True,True,38,160,50,287,experiments/GRASP/results_ils_v2/IncT2X_9_run04.json,
ILS_v2,2X,IncT2X_9,5,5,23621.18,10.648,GRASP_warmup,19647.197,3281.772,3608.105,3008.105,False,True,True,38,160,50,268,experiments/GRASP/results_ils_v2/IncT2X_9_run05.json,
ILS_v2,2X,IncT2X_9,6,6,23435.675,87.829,GRASP_warmup,21826.442,3240.872,3603.102,3003.102,False,True,True,38,160,50,287,experiments/GRASP/results_ils_v2/IncT2X_9_run06.json,
ILS_v2,2X,IncT2X_9,7,7,22686.333,296.3,GRASP_warmup,20310.998,3598.183,3603.554,3003.554,False,True,True,38,160,50,277,experiments/GRASP/results_ils_v2/IncT2X_9_run07.json,
ILS_v2,2X,IncT2X_9,8,8,22890.474,512.708,GRASP_warmup,20909.599,3208.533,3615.175,3015.175,False,True,True,38,160,50,260,experiments/GRASP/results_ils_v2/IncT2X_9_run08.json,
ILS_v2,2X,IncT2X_9,9,9,23316.728,51.937,GRASP_warmup,20639.178,3595.517,3609.486,3009.486,False,True,True,38,160,50,289,experiments/GRASP/results_ils_v2/IncT2X_9_run09.json,
ILS_v2,2X,IncT2X_9,10,10,21615.691,291.445,GRASP_warmup,20830.346,3357.029,3605.169,3005.169,False,True,True,38,160,50,272,experiments/GRASP/results_ils_v2/IncT2X_9_run10.json,
ILS_v2,3X,IncT3x_10,1,1,25304.444,142.838,GRASP_warmup,16841.013,2759.758,3673.148,3073.148,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_10_run01.json,
ILS_v2,3X,IncT3x_10,2,2,20387.898,18.418,GRASP_warmup,15081.199,3001.856,3639.514,3039.514,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_10_run02.json,
ILS_v2,3X,IncT3x_10,3,3,20182.146,488.609,GRASP_warmup,16451.512,2717.496,3648.405,3048.405,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_10_run03.json,
ILS_v2,3X,IncT3x_10,4,4,24008.363,245.711,GRASP_warmup,14362.695,3052.428,3663.175,3063.175,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_10_run04.json,
ILS_v2,3X,IncT3x_10,5,5,18403.19,133.05,GRASP_warmup,16146.18,3477.368,3603.751,3003.751,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_10_run05.json,
ILS_v2,3X,IncT3x_10,6,6,16971.589,441.523,GRASP_warmup,16613.089,2852.301,3680.919,3080.919,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_10_run06.json,
ILS_v2,3X,IncT3x_10,7,7,17699.604,565.957,GRASP_warmup,13044.383,3269.335,3734.57,3134.57,False,True,True,57,160,50,21,experiments/GRASP/results_ils_v2/IncT3x_10_run07.json,
ILS_v2,3X,IncT3x_10,8,8,19626.9,585.017,GRASP_warmup,14183.919,1140.547,3731.294,3131.294,False,True,True,57,160,50,21,experiments/GRASP/results_ils_v2/IncT3x_10_run08.json,
ILS_v2,3X,IncT3x_10,9,9,22702.578,162.603,GRASP_warmup,17053.671,3343.264,3714.494,3114.494,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_10_run09.json,
ILS_v2,3X,IncT3x_10,10,10,22318.799,373.719,GRASP_warmup,14983.76,2050.803,3663.948,3063.948,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_10_run10.json,
ILS_v2,3X,IncT3x_1,1,1,58738.868,593.648,GRASP_warmup,47424.765,2895.29,3651.369,3051.369,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_1_run01.json,
ILS_v2,3X,IncT3x_1,2,2,63589.97,13.854,GRASP_warmup,55525.366,3062.678,3632.288,3032.288,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_1_run02.json,
ILS_v2,3X,IncT3x_1,3,3,51175.133,10.858,GRASP_warmup,48976.376,3143.728,3660.551,3060.551,False,True,True,57,160,50,21,experiments/GRASP/results_ils_v2/IncT3x_1_run03.json,
ILS_v2,3X,IncT3x_1,4,4,50322.222,470.03,GRASP_warmup,48646.622,950.777,3656.101,3056.101,False,True,True,57,160,50,30,experiments/GRASP/results_ils_v2/IncT3x_1_run04.json,
ILS_v2,3X,IncT3x_1,5,5,60097.526,219.377,GRASP_warmup,53176.685,2378.517,3667.961,3067.961,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_1_run05.json,
ILS_v2,3X,IncT3x_1,6,6,50454.662,445.284,GRASP_warmup,46931.051,3520.13,3660.473,3060.473,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_1_run06.json,
ILS_v2,3X,IncT3x_1,7,7,52789.945,331.764,GRASP_warmup,46421.26,3589.723,3710.524,3110.524,False,True,True,57,160,50,21,experiments/GRASP/results_ils_v2/IncT3x_1_run07.json,
ILS_v2,3X,IncT3x_1,8,8,58797.899,56.748,GRASP_warmup,48775.084,2635.73,3621.876,3021.876,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_1_run08.json,
ILS_v2,3X,IncT3x_1,9,9,57457.433,31.638,GRASP_warmup,48500.828,2406.231,3632.499,3032.499,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_1_run09.json,
ILS_v2,3X,IncT3x_1,10,10,52121.733,530.946,GRASP_warmup,46648.236,2407.56,3738.705,3138.705,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_1_run10.json,
ILS_v2,3X,IncT3x_2,1,1,145133.805,519.244,GRASP_warmup,126417.058,3508.75,3701.349,3101.349,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_2_run01.json,
ILS_v2,3X,IncT3x_2,2,2,122785.592,111.053,GRASP_warmup,119599.68,1392.598,3674.886,3074.886,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_2_run02.json,
ILS_v2,3X,IncT3x_2,3,3,131864.072,16.069,GRASP_warmup,116153.604,2688.695,3625.136,3025.136,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_2_run03.json,
ILS_v2,3X,IncT3x_2,4,4,148426.932,179.389,GRASP_warmup,124709.759,3501.089,3685.86,3085.86,False,True,True,57,160,50,21,experiments/GRASP/results_ils_v2/IncT3x_2_run04.json,
ILS_v2,3X,IncT3x_2,5,5,139160.904,553.908,GRASP_warmup,119496.683,3519.727,3725.546,3125.546,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_2_run05.json,
ILS_v2,3X,IncT3x_2,6,6,140168.19,384.799,GRASP_warmup,117592.199,2334.16,3647.593,3047.593,False,True,True,57,160,50,21,experiments/GRASP/results_ils_v2/IncT3x_2_run06.json,
ILS_v2,3X,IncT3x_2,7,7,124598.514,366.835,GRASP_warmup,112927.942,2940.458,3607.505,3007.505,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_2_run07.json,
ILS_v2,3X,IncT3x_2,8,8,141313.63,120.771,GRASP_warmup,124663.681,1157.662,3713.646,3113.646,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_2_run08.json,
ILS_v2,3X,IncT3x_2,9,9,145789.748,131.742,GRASP_warmup,118252.309,3212.762,3643.959,3043.959,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_2_run09.json,
ILS_v2,3X,IncT3x_2,10,10,132477.237,529.502,GRASP_warmup,131272.104,832.202,3635.225,3035.225,False,True,True,57,160,50,23,experiments/GRASP/results_ils_v2/IncT3x_2_run10.json,
ILS_v2,3X,IncT3x_3,1,1,59756.867,309.797,GRASP_warmup,56061.264,2888.892,3722.004,3122.004,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_3_run01.json,
ILS_v2,3X,IncT3x_3,2,2,59579.088,194.972,GRASP_warmup,56575.612,2269.235,3713.354,3113.354,False,True,True,57,160,50,16,experiments/GRASP/results_ils_v2/IncT3x_3_run02.json,
ILS_v2,3X,IncT3x_3,3,3,58327.774,586.684,GRASP_warmup,53658.865,2707.729,3750.995,3150.995,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_3_run03.json,
ILS_v2,3X,IncT3x_3,4,4,58290.049,423.249,GRASP_warmup,53394.381,2255.323,3647.289,3047.289,False,True,True,57,160,50,21,experiments/GRASP/results_ils_v2/IncT3x_3_run04.json,
ILS_v2,3X,IncT3x_3,5,5,62086.741,109.32,GRASP_warmup,50505.825,2816.859,3607.007,3007.007,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_3_run05.json,
ILS_v2,3X,IncT3x_3,6,6,53728.903,119.21,GRASP_warmup,50853.935,1121.303,3655.215,3055.215,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_3_run06.json,
ILS_v2,3X,IncT3x_3,7,7,63049.762,559.895,GRASP_warmup,56966.85,2789.344,3680.069,3080.069,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_3_run07.json,
ILS_v2,3X,IncT3x_3,8,8,60292.222,318.885,GRASP_warmup,53114.064,1677.593,3645.079,3045.079,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_3_run08.json,
ILS_v2,3X,IncT3x_3,9,9,56017.457,272.662,GRASP_warmup,56017.457,272.662,3661.521,3061.521,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_3_run09.json,
ILS_v2,3X,IncT3x_3,10,10,61291.5,36.687,GRASP_warmup,55079.757,2997.966,3647.758,3047.758,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_3_run10.json,
ILS_v2,3X,IncT3x_4,1,1,155820.289,341.836,GRASP_warmup,145888.077,2884.869,3675.891,3075.891,False,True,True,57,160,50,21,experiments/GRASP/results_ils_v2/IncT3x_4_run01.json,
ILS_v2,3X,IncT3x_4,2,2,158539.353,392.461,GRASP_warmup,140186.433,3591.836,3712.506,3112.506,False,True,True,57,160,50,21,experiments/GRASP/results_ils_v2/IncT3x_4_run02.json,
ILS_v2,3X,IncT3x_4,3,3,151192.28,273.232,GRASP_warmup,141456.306,3494.563,3681.48,3081.48,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_4_run03.json,
ILS_v2,3X,IncT3x_4,4,4,161977.806,253.246,GRASP_warmup,142573.686,3370.134,3650.948,3050.948,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_4_run04.json,
ILS_v2,3X,IncT3x_4,5,5,143696.622,522.189,GRASP_warmup,137723.912,3557.573,3718.159,3118.159,False,True,True,57,160,50,21,experiments/GRASP/results_ils_v2/IncT3x_4_run05.json,
ILS_v2,3X,IncT3x_4,6,6,150169.116,414.822,GRASP_warmup,145619.098,3466.203,3620.357,3020.357,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_4_run06.json,
ILS_v2,3X,IncT3x_4,7,7,166303.212,544.436,GRASP_warmup,140542.423,963.328,3801.621,3201.621,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_4_run07.json,
ILS_v2,3X,IncT3x_4,8,8,157771.995,145.039,GRASP_warmup,141799.764,3013.342,3684.426,3084.426,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_4_run08.json,
ILS_v2,3X,IncT3x_4,9,9,145187.146,89.835,GRASP_warmup,139422.377,3166.306,3636.744,3036.744,False,True,True,57,160,50,16,experiments/GRASP/results_ils_v2/IncT3x_4_run09.json,
ILS_v2,3X,IncT3x_4,10,10,158724.284,366.935,GRASP_warmup,141281.097,3273.045,3616.467,3016.467,False,True,True,57,160,50,20,experiments/GRASP/results_ils_v2/IncT3x_4_run10.json,
ILS_v2,3X,IncT3x_5,1,1,60458.22,124.628,GRASP_warmup,58114.421,3598.871,3603.2,3003.2,False,True,True,57,160,50,22,experiments/GRASP/results_ils_v2/IncT3x_5_run01.json,
ILS_v2,3X,IncT3x_5,2,2,61408.638,305.96,GRASP_warmup,54219.924,2828.574,3755.915,3155.915,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_5_run02.json,
ILS_v2,3X,IncT3x_5,3,3,65558.086,5.564,GRASP_warmup,58173.147,3183.988,3604.554,3004.554,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_5_run03.json,
ILS_v2,3X,IncT3x_5,4,4,57983.471,16.082,GRASP_warmup,54082.829,1746.349,3605.24,3005.24,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_5_run04.json,
ILS_v2,3X,IncT3x_5,5,5,59184.794,393.825,GRASP_warmup,55480.952,3297.252,3621.84,3021.84,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_5_run05.json,
ILS_v2,3X,IncT3x_5,6,6,56909.256,123.306,GRASP_warmup,52268.849,1860.447,3709.855,3109.855,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_5_run06.json,
ILS_v2,3X,IncT3x_5,7,7,76824.123,532.956,GRASP_warmup,61541.301,1575.273,3630.454,3030.454,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_5_run07.json,
ILS_v2,3X,IncT3x_5,8,8,64688.192,384.689,GRASP_warmup,61783.737,2623.002,3666.313,3066.313,False,True,True,57,160,50,17,experiments/GRASP/results_ils_v2/IncT3x_5_run08.json,
ILS_v2,3X,IncT3x_5,9,9,66830.749,204.765,GRASP_warmup,59182.358,3596.123,3601.088,3001.088,False,True,True,57,160,50,16,experiments/GRASP/results_ils_v2/IncT3x_5_run09.json,
ILS_v2,3X,IncT3x_5,10,10,59197.947,12.179,GRASP_warmup,51987.339,2990.773,3717.32,3117.32,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_5_run10.json,
ILS_v2,3X,IncT3x_6,1,1,86201.89,167.034,GRASP_warmup,80976.855,2959.766,3697.49,3097.49,False,True,True,57,160,50,18,experiments/GRASP/results_ils_v2/IncT3x_6_run01.json,
ILS_v2,3X,IncT3x_6,2,2,86737.654,380.994,GRASP_warmup,80664.048,3694.804,3699.237,3099.237,False,True,True,57,160,50,19,experiments/GRASP/results_ils_v2/IncT3x_6_run02.json,
