method,dataset,instance,run_id,seed,Z,bound,gap_solver_pct,time_to_best_s,total_time_s,time_budget_s,model_status,iterations,T,J,I,source_path,raw_method,construction_used,Z_construction,rf_wall_time_s
MAT_rf_fo_3600s,5X,IncT5x_10,IncT5x_10_rf_fo_seed1_omega28_tlfo30,1.0,16859.777,,,3294.731,3601.68,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_tuning\IncT5x_10_rf_fo_seed1_omega28_tlfo30.json,rf+fo,,21991.69,
MAT_rf_fo_3600s,5X,IncT5x_10,IncT5x_10_rf_fo_seed1_omega28_tlfo60,1.0,16841.977,,,3465.104,3599.449,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_tuning\IncT5x_10_rf_fo_seed1_omega28_tlfo60.json,rf+fo,,21991.69,
MAT_rf_fo_3600s,5X,IncT5x_10,IncT5x_10_rf_fo_seed2_b3600,2.0,16115.811,,,2585.718,3593.887,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT5x_10_rf_fo_seed2_b3600.json,rf+fo,rf,21991.69,445.604
MAT_rf_fo_3600s,5X,IncT5x_10,IncT5x_10_rf_fo_seed3_b3600,3.0,16749.673,,,3257.9,3592.154,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT5x_10_rf_fo_seed3_b3600.json,rf+fo,rf,21991.69,456.634
MAT_rf_fo_3600s,5X,IncT5x_2,IncT5x_2_rf_fo_seed1_b3600,1.0,116392.639,,,2191.553,3601.444,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_2_rf_fo_seed1_b3600.json,rf+fo,rf,119128.571,385.792
MAT_rf_fo_3600s,5X,IncT5x_3,IncT5x_3_rf_fo_seed1,1.0,56880.968,,,2571.732,3600.025,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT5x_3_rf_fo_seed1.json,rf+fo,,57035.696,
MAT_rf_fo_3600s,5X,IncT5x_3,IncT5x_3_rf_fo_seed1_b3600,1.0,56950.294,,,969.983,3598.358,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_3_rf_fo_seed1_b3600.json,rf+fo,rf,57035.696,427.724
MAT_rf_fo_3600s,5X,IncT5x_3,IncT5x_3_rf_fo_seed1_omega12_tlfo30,1.0,57006.921,,,1330.929,3603.002,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_tuning\IncT5x_3_rf_fo_seed1_omega12_tlfo30.json,rf+fo,,57035.696,
MAT_rf_fo_3600s,5X,IncT5x_3,IncT5x_3_rf_fo_seed1_omega12_tlfo60,1.0,57006.921,,,1330.601,3594.428,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_tuning\IncT5x_3_rf_fo_seed1_omega12_tlfo60.json,rf+fo,,57035.696,
MAT_rf_fo_3600s,5X,IncT5x_3,IncT5x_3_rf_fo_seed1_omega20_tlfo30,1.0,54879.119,,,384.338,3599.916,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_tuning\IncT5x_3_rf_fo_seed1_omega20_tlfo30.json,rf+fo,,54879.119,
MAT_rf_fo_3600s,5X,IncT5x_3,IncT5x_3_rf_fo_seed1_omega20_tlfo60,1.0,54879.119,,,388.398,3602.065,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_tuning\IncT5x_3_rf_fo_seed1_omega20_tlfo60.json,rf+fo,,54879.119,
MAT_rf_fo_3600s,5X,IncT5x_3,IncT5x_3_rf_fo_seed1_omega28_tlfo30,1.0,54859.144,,,494.867,3605.373,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_tuning\IncT5x_3_rf_fo_seed1_omega28_tlfo30.json,rf+fo,,54879.119,
MAT_rf_fo_3600s,5X,IncT5x_3,IncT5x_3_rf_fo_seed1_omega28_tlfo60,1.0,54859.144,,,471.564,3596.235,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_tuning\IncT5x_3_rf_fo_seed1_omega28_tlfo60.json,rf+fo,,54879.119,
MAT_rf_fo_3600s,5X,IncT5x_3,IncT5x_3_rf_fo_seed1_v2,1.0,54844.669,,,1505.836,3601.487,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_pilot\IncT5x_3_rf_fo_seed1_v2.json,rf+fo,,54879.119,
MAT_rf_fo_3600s,5X,IncT5x_3,IncT5x_3_rf_fo_seed2_b3600,2.0,56950.294,,,2184.398,3591.615,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT5x_3_rf_fo_seed2_b3600.json,rf+fo,rf,57035.696,416.844
MAT_rf_fo_3600s,5X,IncT5x_3,IncT5x_3_rf_fo_seed3_b3600,3.0,56950.294,,,1432.199,3594.835,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT5x_3_rf_fo_seed3_b3600.json,rf+fo,rf,57035.696,407.57
MAT_rf_fo_3600s,5X,IncT5x_4,IncT5x_4_rf_fo_seed1_b3600,1.0,142135.253,,,808.571,3602.555,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_4_rf_fo_seed1_b3600.json,rf+fo,rf,155112.603,405.154
MAT_rf_fo_3600s,5X,IncT5x_5,IncT5x_5_rf_fo_seed1_b3600,1.0,46686.65,,,916.401,3598.95,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_5_rf_fo_seed1_b3600.json,rf+fo,rf,48360.503,406.26
MAT_rf_fo_3600s,5X,IncT5x_6,IncT5x_6_rf_fo_seed1_b3600,1.0,81625.778,,,2704.146,3597.433,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_6_rf_fo_seed1_b3600.json,rf+fo,rf,82049.983,407.22
MAT_rf_fo_3600s,5X,IncT5x_7,IncT5x_7_rf_fo_seed1_b3600,1.0,23034.683,,,2028.023,3605.367,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_7_rf_fo_seed1_b3600.json,rf+fo,rf,39404.056,397.556
MAT_rf_fo_3600s,5X,IncT5x_8,IncT5x_8_rf_fo_seed1_b3600,1.0,180758.497,,,3154.622,3606.425,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_8_rf_fo_seed1_b3600.json,rf+fo,rf,181878.309,336.147
MAT_rf_fo_3600s,5X,IncT5x_9,IncT5x_9_rf_fo_seed1_b3600,1.0,29538.702,,,412.633,3611.14,3600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\a3600\IncT5x_9_rf_fo_seed1_b3600.json,rf+fo,rf,29538.702,404.349
MAT_rf_fo_3600s,8X,IncT8x_2,IncT8x_2_rf_fo_seed1_b3600,1.0,141146.399,,,3434.707,3592.112,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_2_rf_fo_seed1_b3600.json,rf+fo,,53950636.847,
MAT_rf_fo_3600s,8X,IncT8x_2,IncT8x_2_rf_fo_seed1_b3600,1.0,135291.725,,,3568.164,3601.061,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x_v2\IncT8x_2_rf_fo_seed1_b3600.json,rf+fo,greedy_floor,59130387.07,841.411
MAT_rf_fo_3600s,8X,IncT8x_2,IncT8x_2_rf_fo_seed2_b3600,2.0,135739.36,,,2986.403,3612.571,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT8x_2_rf_fo_seed2_b3600.json,rf+fo,greedy_floor,54042940.513,858.405
MAT_rf_fo_3600s,8X,IncT8x_2,IncT8x_2_rf_fo_seed3_b3600,3.0,135271.5,,,3475.463,3603.218,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT8x_2_rf_fo_seed3_b3600.json,rf+fo,greedy_floor,54042940.513,857.44
MAT_rf_fo_3600s,8X,IncT8x_3,IncT8x_3_rf_fo_seed1_b3600,1.0,79473.057,,,3612.91,3614.373,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_3_rf_fo_seed1_b3600.json,rf+fo,,66802928.845,
MAT_rf_fo_3600s,8X,IncT8x_3,IncT8x_3_rf_fo_seed1_b3600,1.0,77987.822,,,3553.707,3615.533,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x_v2\IncT8x_3_rf_fo_seed1_b3600.json,rf+fo,greedy_floor,63327814.323,839.401
MAT_rf_fo_3600s,8X,IncT8x_3,IncT8x_3_rf_fo_seed2_b3600,2.0,77759.647,,,3095.425,3602.205,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT8x_3_rf_fo_seed2_b3600.json,rf+fo,greedy_floor,63327814.323,842.979
MAT_rf_fo_3600s,8X,IncT8x_3,IncT8x_3_rf_fo_seed3_b3600,3.0,77910.051,,,3171.043,3610.146,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT8x_3_rf_fo_seed3_b3600.json,rf+fo,greedy_floor,63327814.323,842.135
MAT_rf_fo_3600s,8X,IncT8x_4,IncT8x_4_rf_fo_seed1_b3600,1.0,159958.731,,,3434.16,3617.134,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_4_rf_fo_seed1_b3600.json,rf+fo,,64738699.487,
MAT_rf_fo_3600s,8X,IncT8x_4,IncT8x_4_rf_fo_seed1_b3600,1.0,160989.844,,,3504.12,3600.445,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x_v2\IncT8x_4_rf_fo_seed1_b3600.json,rf+fo,greedy_floor,60599633.954,840.14
MAT_rf_fo_3600s,8X,IncT8x_4,IncT8x_4_rf_fo_seed2_b3600,2.0,161506.869,,,2180.127,3621.139,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT8x_4_rf_fo_seed2_b3600.json,rf+fo,greedy_floor,60599633.954,838.849
MAT_rf_fo_3600s,8X,IncT8x_4,IncT8x_4_rf_fo_seed3_b3600,3.0,160471.77,,,3474.443,3608.044,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT8x_4_rf_fo_seed3_b3600.json,rf+fo,greedy_floor,60599633.954,838.663
MAT_rf_fo_3600s,8X,IncT8x_5,IncT8x_5_rf_fo_seed1_b3600,1.0,71855.978,,,3466.762,3617.683,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_5_rf_fo_seed1_b3600.json,rf+fo,,63131516.279,
MAT_rf_fo_3600s,8X,IncT8x_5,IncT8x_5_rf_fo_seed1_b3600,1.0,60653.804,,,3516.47,3614.896,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x_v2\IncT8x_5_rf_fo_seed1_b3600.json,rf+fo,greedy_floor,59149435.356,836.317
MAT_rf_fo_3600s,8X,IncT8x_5,IncT8x_5_rf_fo_seed2_b3600,2.0,59982.004,,,3486.347,3610.698,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT8x_5_rf_fo_seed2_b3600.json,rf+fo,greedy_floor,59149435.356,838.279
MAT_rf_fo_3600s,8X,IncT8x_5,IncT8x_5_rf_fo_seed3_b3600,3.0,60257.971,,,3408.591,3599.22,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT8x_5_rf_fo_seed3_b3600.json,rf+fo,greedy_floor,59725672.856,834.166
MAT_rf_fo_3600s,8X,IncT8x_6,IncT8x_6_rf_fo_seed1_b3600,1.0,100008.734,,,3395.101,3610.76,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x\IncT8x_6_rf_fo_seed1_b3600.json,rf+fo,,53144599.737,
MAT_rf_fo_3600s,8X,IncT8x_6,IncT8x_6_rf_fo_seed1_b3600,1.0,97667.582,,,3451.811,3611.606,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_scale_8x10x_v2\IncT8x_6_rf_fo_seed1_b3600.json,rf+fo,greedy_floor,53156195.929,861.063
MAT_rf_fo_3600s,8X,IncT8x_6,IncT8x_6_rf_fo_seed2_b3600,2.0,96576.714,,,3481.826,3613.797,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT8x_6_rf_fo_seed2_b3600.json,rf+fo,greedy_floor,57006091.982,862.834
MAT_rf_fo_3600s,8X,IncT8x_6,IncT8x_6_rf_fo_seed3_b3600,3.0,96913.164,,,3561.449,3594.86,3600.0,,,152.0,159.0,50.0,experiments\matheuristics\results_production\c_seeds\IncT8x_6_rf_fo_seed3_b3600.json,rf+fo,greedy_floor,53194615.072,834.103
MAT_rf_fo_3600s,Real,Ale_1,Ale_1_rf_fo_seed1,1.0,86850.339,,,31.306,3600.02,3600.0,,,25.0,160.0,50.0,experiments\matheuristics\results_pilot\Ale_1_rf_fo_seed1.json,rf+fo,,91993.707,
MAT_rf_fo_3600s,Real,Ale_1,Ale_1_rf_fo_seed1_b3600,1.0,86317.983,,,162.543,3602.323,3600.0,,,25.0,160.0,50.0,experiments\matheuristics\results_production\a3600\Ale_1_rf_fo_seed1_b3600.json,rf+fo,rf,91993.707,7.782
MAT_rf_fo_3600s,Real,Ale_10,Ale_10_rf_fo_seed1_b3600,1.0,5658.468,,,5.786,7.091,3600.0,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_10_rf_fo_seed1_b3600.json,rf+fo,rf,6402.203,3.142
MAT_rf_fo_3600s,Real,Ale_2,Ale_2_rf_fo_seed1_b3600,1.0,99950.709,,,3.287,6.741,3600.0,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_2_rf_fo_seed1_b3600.json,rf+fo,rf,99950.709,2.642
MAT_rf_fo_3600s,Real,Ale_3,Ale_3_rf_fo_seed1_b3600,1.0,39695.173,,,3.973,8.062,3600.0,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_3_rf_fo_seed1_b3600.json,rf+fo,rf,39695.173,3.384
MAT_rf_fo_3600s,Real,Ale_4,Ale_4_rf_fo_seed1_b3600,1.0,127800.463,,,6.679,7.961,3600.0,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_4_rf_fo_seed1_b3600.json,rf+fo,rf,132251.704,3.831
MAT_rf_fo_3600s,Real,Ale_5,Ale_5_rf_fo_seed1_b3600,1.0,35439.916,,,6.851,8.138,3600.0,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_5_rf_fo_seed1_b3600.json,rf+fo,rf,35610.208,3.359
MAT_rf_fo_3600s,Real,Ale_6,Ale_6_rf_fo_seed1_b3600,1.0,66677.463,,,3.371,6.366,3600.0,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_6_rf_fo_seed1_b3600.json,rf+fo,rf,66677.463,2.778
MAT_rf_fo_3600s,Real,Ale_7,Ale_7_rf_fo_seed1_b3600,1.0,10568.618,,,4.331,45.078,3600.0,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_7_rf_fo_seed1_b3600.json,rf+fo,rf,10568.618,3.58
MAT_rf_fo_3600s,Real,Ale_8,Ale_8_rf_fo_seed1_b3600,1.0,160911.938,,,3.014,5.92,3600.0,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_8_rf_fo_seed1_b3600.json,rf+fo,rf,160911.938,2.415
MAT_rf_fo_3600s,Real,Ale_9,Ale_9_rf_fo_seed1_b3600,1.0,15635.217,,,7.073,8.423,3600.0,,,19.0,159.0,50.0,experiments\matheuristics\results_production\a3600\Ale_9_rf_fo_seed1_b3600.json,rf+fo,rf,17510.791,3.803
MAT_rf_fo_600s,10X,IncT10x_2,IncT10x_2_rf_fo_seed1_b600,1.0,154375.068,,,632.762,634.314,600.0,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_2_rf_fo_seed1_b600.json,rf+fo,greedy,631636.151,0.0
MAT_rf_fo_600s,10X,IncT10x_3,IncT10x_3_rf_fo_seed1_b600,1.0,96565.324,,,639.6,641.089,600.0,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_3_rf_fo_seed1_b600.json,rf+fo,greedy,245376.956,0.0
MAT_rf_fo_600s,10X,IncT10x_4,IncT10x_4_rf_fo_seed1_b600,1.0,192447.183,,,595.526,597.0,600.0,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_4_rf_fo_seed1_b600.json,rf+fo,greedy,758904.569,0.0
MAT_rf_fo_600s,10X,IncT10x_5,IncT10x_5_rf_fo_seed1_b600,1.0,96884.72,,,649.186,650.694,600.0,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_5_rf_fo_seed1_b600.json,rf+fo,greedy,547701.678,0.0
MAT_rf_fo_600s,10X,IncT10x_6,IncT10x_6_rf_fo_seed1_b600,1.0,126168.419,,,622.832,624.341,600.0,,,190.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT10x_6_rf_fo_seed1_b600.json,rf+fo,greedy,514389.563,0.0
MAT_rf_fo_600s,2X,IncT2X_1,IncT2X_1_rf_fo_seed1_b600,1.0,40395.882,,,567.483,592.468,600.0,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_1_rf_fo_seed1_b600.json,rf+fo,rf,40745.83,24.017
MAT_rf_fo_600s,2X,IncT2X_10,IncT2X_10_rf_fo_seed1_b600,1.0,8402.793,,,40.793,591.956,600.0,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_10_rf_fo_seed1_b600.json,rf+fo,rf,9131.803,21.698
MAT_rf_fo_600s,2X,IncT2X_2,IncT2X_2_rf_fo_seed1_b600,1.0,105211.081,,,69.231,594.338,600.0,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_2_rf_fo_seed1_b600.json,rf+fo,rf,106524.226,20.729
MAT_rf_fo_600s,2X,IncT2X_3,IncT2X_3_rf_fo_seed1_b600,1.0,42940.295,,,24.931,592.05,600.0,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_3_rf_fo_seed1_b600.json,rf+fo,rf,42940.295,23.243
MAT_rf_fo_600s,2X,IncT2X_4,IncT2X_4_rf_fo_seed1_b600,1.0,132100.436,,,309.48,592.678,600.0,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_4_rf_fo_seed1_b600.json,rf+fo,rf,147893.679,23.445
MAT_rf_fo_600s,2X,IncT2X_5,IncT2X_5_rf_fo_seed1_b600,1.0,38265.119,,,44.311,592.652,600.0,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_5_rf_fo_seed1_b600.json,rf+fo,rf,38543.962,23.902
MAT_rf_fo_600s,2X,IncT2X_6,IncT2X_6_rf_fo_seed1_b600,1.0,70572.794,,,346.704,592.459,600.0,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_6_rf_fo_seed1_b600.json,rf+fo,rf,71062.667,22.628
MAT_rf_fo_600s,2X,IncT2X_7,IncT2X_7_rf_fo_seed1_b600,1.0,13618.675,,,87.181,594.218,600.0,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_7_rf_fo_seed1_b600.json,rf+fo,rf,13799.605,25.098
MAT_rf_fo_600s,2X,IncT2X_8,IncT2X_8_rf_fo_seed1_b600,1.0,169724.484,,,195.992,591.617,600.0,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_8_rf_fo_seed1_b600.json,rf+fo,rf,170004.314,17.686
MAT_rf_fo_600s,2X,IncT2X_9,IncT2X_9_rf_fo_seed1_b600,1.0,18794.183,,,60.982,593.16,600.0,,,38.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT2X_9_rf_fo_seed1_b600.json,rf+fo,rf,20824.26,23.344
MAT_rf_fo_600s,3X,IncT3x_1,IncT3x_1_rf_fo_seed1_b600,1.0,43585.457,,,339.068,592.854,600.0,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_1_rf_fo_seed1_b600.json,rf+fo,rf,43599.507,80.248
MAT_rf_fo_600s,3X,IncT3x_10,IncT3x_10_rf_fo_seed1_b600,1.0,11392.717,,,170.531,592.105,600.0,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_10_rf_fo_seed1_b600.json,rf+fo,rf,12087.952,80.921
MAT_rf_fo_600s,3X,IncT3x_2,IncT3x_2_rf_fo_seed1_b600,1.0,108818.537,,,352.433,591.904,600.0,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_2_rf_fo_seed1_b600.json,rf+fo,rf,110670.331,78.536
MAT_rf_fo_600s,3X,IncT3x_3,IncT3x_3_rf_fo_seed1_b600,1.0,48237.316,,,143.053,598.373,600.0,,,57.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT3x_3_rf_fo_seed1_b600.json,rf+fo,,48742.491,
MAT_rf_fo_600s,3X,IncT3x_3,IncT3x_3_rf_fo_seed1_b600,1.0,48237.316,,,155.613,591.689,600.0,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_3_rf_fo_seed1_b600.json,rf+fo,rf,48742.491,73.136
MAT_rf_fo_600s,3X,IncT3x_4,IncT3x_4_rf_fo_seed1_b600,1.0,136015.451,,,421.488,592.734,600.0,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_4_rf_fo_seed1_b600.json,rf+fo,rf,157808.686,81.661
MAT_rf_fo_600s,3X,IncT3x_5,IncT3x_5_rf_fo_seed1_b600,1.0,41988.239,,,515.476,595.318,600.0,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_5_rf_fo_seed1_b600.json,rf+fo,rf,53937.802,75.984
MAT_rf_fo_600s,3X,IncT3x_6,IncT3x_6_rf_fo_seed1_b600,1.0,73798.45,,,125.059,593.614,600.0,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_6_rf_fo_seed1_b600.json,rf+fo,rf,74981.179,79.559
MAT_rf_fo_600s,3X,IncT3x_7,IncT3x_7_rf_fo_seed1_b600,1.0,16532.257,,,362.284,595.48,600.0,,,57.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT3x_7_rf_fo_seed1_b600.json,rf+fo,,17097.148,
MAT_rf_fo_600s,3X,IncT3x_7,IncT3x_7_rf_fo_seed1_b600,1.0,16577.444,,,165.601,592.52,600.0,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_7_rf_fo_seed1_b600.json,rf+fo,rf,19506.115,78.565
MAT_rf_fo_600s,3X,IncT3x_8,IncT3x_8_rf_fo_seed1_b600,1.0,174281.637,,,69.542,593.976,600.0,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_8_rf_fo_seed1_b600.json,rf+fo,rf,174281.637,66.175
MAT_rf_fo_600s,3X,IncT3x_9,IncT3x_9_rf_fo_seed1_b600,1.0,21799.577,,,473.146,593.816,600.0,,,57.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT3x_9_rf_fo_seed1_b600.json,rf+fo,rf,24250.824,85.477
MAT_rf_fo_600s,4X,IncT4x_1,IncT4x_1_rf_fo_seed1_b600,1.0,48681.341,,,593.609,595.053,600.0,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_1_rf_fo_seed1_b600.json,rf+fo,greedy_floor,1685978.679,119.88
MAT_rf_fo_600s,4X,IncT4x_10,IncT4x_10_rf_fo_seed1_b600,1.0,14080.284,,,573.959,592.447,600.0,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_10_rf_fo_seed1_b600.json,rf+fo,greedy_floor,1337917.611,119.936
MAT_rf_fo_600s,4X,IncT4x_2,IncT4x_2_rf_fo_seed1_b600,1.0,113643.444,,,547.326,591.632,600.0,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_2_rf_fo_seed1_b600.json,rf+fo,rf,248723.471,142.751
MAT_rf_fo_600s,4X,IncT4x_3,IncT4x_3_rf_fo_seed1_b600,1.0,51777.217,,,451.307,597.957,600.0,,,76.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT4x_3_rf_fo_seed1_b600.json,rf+fo,,201286.15,
MAT_rf_fo_600s,4X,IncT4x_3,IncT4x_3_rf_fo_seed1_b600,1.0,52419.859,,,595.811,597.145,600.0,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_3_rf_fo_seed1_b600.json,rf+fo,greedy_floor,1548773.252,115.073
MAT_rf_fo_600s,4X,IncT4x_4,IncT4x_4_rf_fo_seed1_b600,1.0,140924.581,,,510.781,598.683,600.0,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_4_rf_fo_seed1_b600.json,rf+fo,greedy_floor,2001671.023,126.538
MAT_rf_fo_600s,4X,IncT4x_5,IncT4x_5_rf_fo_seed1_b600,1.0,45164.417,,,591.194,592.723,600.0,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_5_rf_fo_seed1_b600.json,rf+fo,greedy_floor,1736113.626,122.98
MAT_rf_fo_600s,4X,IncT4x_6,IncT4x_6_rf_fo_seed1_b600,1.0,78063.39,,,563.706,600.084,600.0,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_6_rf_fo_seed1_b600.json,rf+fo,greedy_floor,2034321.628,120.28
MAT_rf_fo_600s,4X,IncT4x_7,IncT4x_7_rf_fo_seed1_b600,1.0,20675.807,,,564.439,597.749,600.0,,,76.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT4x_7_rf_fo_seed1_b600.json,rf+fo,,1403995.68,
MAT_rf_fo_600s,4X,IncT4x_7,IncT4x_7_rf_fo_seed1_b600,1.0,19282.326,,,570.122,599.074,600.0,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_7_rf_fo_seed1_b600.json,rf+fo,greedy_floor,1489284.871,114.565
MAT_rf_fo_600s,4X,IncT4x_8,IncT4x_8_rf_fo_seed1_b600,1.0,178330.843,,,518.859,594.125,600.0,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_8_rf_fo_seed1_b600.json,rf+fo,greedy_floor,2235401.232,133.741
MAT_rf_fo_600s,4X,IncT4x_9,IncT4x_9_rf_fo_seed1_b600,1.0,25141.926,,,592.094,593.583,600.0,,,76.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT4x_9_rf_fo_seed1_b600.json,rf+fo,greedy_floor,1218528.518,120.856
MAT_rf_fo_600s,5X,IncT5x_1,IncT5x_1_rf_fo_seed1_b600,1.0,52257.127,,,590.666,592.117,600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_1_rf_fo_seed1_b600.json,rf+fo,greedy,359388.114,0.0
MAT_rf_fo_600s,5X,IncT5x_10,IncT5x_10_rf_fo_seed1_b600,1.0,18776.77,,,598.435,599.947,600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_short_budget\IncT5x_10_rf_fo_seed1_b600.json,rf+fo,,15353974.912,
MAT_rf_fo_600s,5X,IncT5x_10,IncT5x_10_rf_fo_seed1_b600,1.0,18456.409,,,594.084,595.553,600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_10_rf_fo_seed1_b600.json,rf+fo,greedy,177211.478,0.0
MAT_rf_fo_600s,5X,IncT5x_2,IncT5x_2_rf_fo_seed1_b600,1.0,120908.638,,,515.898,598.276,600.0,,,95.0,159.0,50.0,experiments\matheuristics\results_production\b600\IncT5x_2_rf_fo_seed1_b600.json,rf+fo,greedy,413958.797,0.0
