method,dataset,instance,run_id,seed,Z,bound,gap_solver_pct,time_to_best_s,total_time_s,time_budget_s,model_status,iterations,T,J,I,source_path,raw_method,construction_used,Z_construction,rf_wall_time_s
GRASP_v1,Real,Ale_8,8,559990066.0,177000.345,,,251.923,1800.657,1900.0,,2664.0,19.0,159.0,52.0,,,,,
GRASP_v1,Real,Ale_8,9,438643293.0,170774.817,,,80.722,1800.423,1900.0,,2651.0,19.0,159.0,52.0,,,,,
GRASP_v1,Real,Ale_8,10,1438225582.0,172116.843,,,1090.866,1800.409,1900.0,,2625.0,19.0,159.0,52.0,,,,,
GRASP_v1,Real,Ale_9,1,1538010183.0,18130.156,,,1644.762,1800.839,1900.0,,2429.0,19.0,159.0,52.0,,,,,
GRASP_v1,Real,Ale_9,2,674704718.0,17098.163,,,1695.456,1800.296,1900.0,,2418.0,19.0,159.0,52.0,,,,,
GRASP_v1,Real,Ale_9,3,512574191.0,18876.788,,,15.616,1800.197,1900.0,,2440.0,19.0,159.0,52.0,,,,,
GRASP_v1,Real,Ale_9,4,570402825.0,17397.149,,,1633.153,1800.137,1900.0,,2428.0,19.0,159.0,52.0,,,,,
GRASP_v1,Real,Ale_9,5,849943636.0,19091.459,,,869.699,1800.15,1900.0,,2419.0,19.0,159.0,52.0,,,,,
GRASP_v1,Real,Ale_9,6,281058963.0,16831.0,,,48.158,1800.151,1900.0,,3317.0,19.0,159.0,52.0,,,,,
GRASP_v1,Real,Ale_9,7,1442443775.0,16519.851,,,969.666,1800.318,1900.0,,3275.0,19.0,159.0,52.0,,,,,
GRASP_v1,Real,Ale_9,8,1386202389.0,17358.739,,,64.707,1800.646,1900.0,,3328.0,19.0,159.0,52.0,,,,,
GRASP_v1,Real,Ale_9,9,644238818.0,18546.775,,,1729.77,1800.579,1900.0,,3318.0,19.0,159.0,52.0,,,,,
GRASP_v1,Real,Ale_9,10,981882299.0,17432.206,,,53.701,1800.171,1900.0,,3420.0,19.0,159.0,52.0,,,,,
ILS_v1,2X,IncT2X_1,1,1.0,73205.477,,,1666.176,1800.078,1900.0,,1683.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_1,2,2.0,56951.588,,,1725.154,1800.053,1900.0,,1600.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_1,3,3.0,63678.878,,,1671.167,1800.56,1900.0,,1601.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_1,4,4.0,67126.942,,,1710.753,1800.631,1900.0,,1695.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_1,5,5.0,56042.293,,,1799.873,1800.502,1900.0,,1648.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_1,6,6.0,61954.513,,,1794.071,1800.647,1900.0,,1629.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_1,7,7.0,76266.948,,,1739.053,1800.329,1900.0,,1654.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_1,8,8.0,54090.011,,,1646.041,1800.188,1900.0,,1611.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_1,9,9.0,42947.365,,,1783.073,1800.624,1900.0,,1671.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_1,10,10.0,63473.613,,,1750.433,1800.487,1900.0,,1591.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_10,1,1.0,30956.356,,,1691.936,1800.574,1900.0,,1484.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_10,2,2.0,18537.351,,,1515.04,1800.563,1900.0,,1504.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_10,3,3.0,15857.246,,,1704.648,1800.422,1900.0,,1456.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_10,4,4.0,21860.117,,,1790.585,1800.46,1900.0,,1506.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_10,5,5.0,12488.328,,,1710.092,1800.399,1900.0,,1487.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_10,6,6.0,18735.044,,,1796.515,1800.848,1900.0,,1503.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_10,7,7.0,28207.458,,,1278.832,1800.186,1900.0,,1485.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_10,8,8.0,18012.239,,,1785.156,1800.237,1900.0,,1521.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_10,9,9.0,30107.303,,,1669.547,1800.354,1900.0,,1467.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_10,10,10.0,13947.642,,,1794.338,1800.449,1900.0,,1475.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_2,1,1.0,173637.315,,,1722.141,1800.251,1900.0,,1595.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_2,2,2.0,155505.47,,,1740.506,1800.141,1900.0,,1589.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_2,3,3.0,145576.763,,,1608.811,1800.537,1900.0,,1674.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_2,4,4.0,130560.019,,,1572.927,1800.873,1900.0,,1622.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_2,5,5.0,147684.015,,,1708.68,1800.464,1900.0,,1605.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_2,6,6.0,173179.947,,,1659.036,1800.14,1900.0,,1618.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_2,7,7.0,158930.221,,,1550.967,1800.619,1900.0,,1627.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_2,8,8.0,129019.883,,,1643.129,1800.303,1900.0,,1627.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_2,9,9.0,131809.874,,,1559.525,1800.08,1900.0,,1661.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_2,10,10.0,140832.005,,,1799.502,1800.215,1900.0,,1664.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_3,1,1.0,60291.139,,,1696.385,1800.79,1900.0,,1614.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_3,2,2.0,63247.036,,,1542.946,1800.777,1900.0,,1561.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_3,3,3.0,74438.894,,,1746.851,1800.547,1900.0,,1587.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_3,4,4.0,63649.678,,,1783.042,1800.144,1900.0,,1650.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_3,5,5.0,67271.521,,,1507.364,1800.374,1900.0,,1570.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_3,6,6.0,57043.268,,,1596.388,1800.514,1900.0,,1584.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_3,7,7.0,61570.425,,,1671.8,1800.162,1900.0,,1592.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_3,8,8.0,68564.811,,,1580.265,1800.057,1900.0,,1588.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_3,9,9.0,78161.852,,,1620.907,1800.336,1900.0,,1539.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_3,10,10.0,69365.281,,,1763.136,1800.502,1900.0,,1589.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_4,1,1.0,177629.919,,,1678.237,1800.414,1900.0,,1730.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_4,2,2.0,173835.858,,,1397.511,1800.591,1900.0,,1707.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_4,3,3.0,154154.298,,,1798.961,1800.327,1900.0,,1773.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_4,4,4.0,186382.841,,,1264.163,1800.588,1900.0,,1690.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_4,5,5.0,149599.913,,,1643.63,1800.06,1900.0,,1688.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_4,6,6.0,175809.569,,,1541.547,1800.204,1900.0,,1663.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_4,7,7.0,160793.665,,,1769.737,1800.183,1900.0,,1736.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_4,8,8.0,169305.27,,,1647.748,1800.009,1900.0,,1667.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_4,9,9.0,177674.834,,,1506.422,1800.93,1900.0,,1687.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_4,10,10.0,166859.091,,,1434.576,1800.425,1900.0,,1713.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_5,1,1.0,66422.695,,,1546.688,1800.033,1900.0,,1674.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_5,2,2.0,68238.984,,,1719.118,1800.007,1900.0,,1650.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_5,3,3.0,57788.348,,,1726.524,1800.645,1900.0,,1698.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_5,4,4.0,66289.966,,,1421.675,1800.465,1900.0,,1698.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_5,5,5.0,67088.027,,,1737.911,1800.258,1900.0,,1586.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_5,6,6.0,81660.452,,,1794.728,1800.263,1900.0,,1562.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_5,7,7.0,67752.749,,,1651.068,1800.027,1900.0,,1701.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_5,8,8.0,55518.02,,,1719.616,1800.497,1900.0,,1604.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_5,9,9.0,73068.026,,,1422.659,1800.647,1900.0,,1662.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_5,10,10.0,55669.217,,,1798.615,1800.318,1900.0,,1671.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_6,1,1.0,119575.182,,,1730.332,1800.661,1900.0,,1583.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_6,2,2.0,104335.244,,,1736.02,1800.131,1900.0,,1597.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_6,3,3.0,107008.394,,,1723.548,1800.184,1900.0,,1640.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_6,4,4.0,94334.121,,,1737.005,1800.239,1900.0,,1621.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_6,5,5.0,104742.025,,,1643.326,1800.513,1900.0,,1603.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_6,6,6.0,89110.389,,,1689.009,1800.548,1900.0,,1665.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_6,7,7.0,92449.441,,,1722.917,1800.413,1900.0,,1688.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_6,8,8.0,113412.991,,,1364.377,1800.032,1900.0,,1546.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_6,9,9.0,94725.763,,,1775.488,1800.705,1900.0,,1598.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_6,10,10.0,109058.989,,,1755.158,1800.297,1900.0,,1569.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_7,1,1.0,33988.722,,,1729.389,1800.557,1900.0,,1618.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_7,2,2.0,27774.968,,,1780.239,1800.282,1900.0,,1610.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_7,3,3.0,26782.803,,,1683.051,1800.278,1900.0,,1544.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_7,4,4.0,43208.415,,,1775.571,1800.237,1900.0,,1557.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_7,5,5.0,32329.703,,,1786.411,1800.097,1900.0,,1610.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_7,6,6.0,50036.416,,,1628.627,1800.245,1900.0,,1521.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_7,7,7.0,30507.962,,,1362.748,1800.576,1900.0,,1649.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_7,8,8.0,28876.258,,,1699.82,1800.628,1900.0,,1549.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_7,9,9.0,23541.667,,,1599.622,1800.051,1900.0,,1548.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_7,10,10.0,31828.935,,,1799.396,1800.041,1900.0,,1576.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_8,1,1.0,236270.507,,,1558.565,1800.069,1900.0,,1627.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_8,2,2.0,199625.702,,,1195.426,1800.775,1900.0,,1715.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_8,3,3.0,224686.691,,,1665.142,1800.741,1900.0,,1585.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_8,4,4.0,213092.721,,,1765.192,1800.255,1900.0,,1645.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_8,5,5.0,219051.096,,,1798.892,1800.221,1900.0,,1705.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_8,6,6.0,189973.51,,,1682.992,1800.933,1900.0,,1651.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_8,7,7.0,196290.211,,,1683.451,1800.7,1900.0,,1774.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_8,8,8.0,215570.259,,,1687.206,1800.647,1900.0,,1623.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_8,9,9.0,209290.005,,,1505.113,1800.648,1900.0,,1659.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_8,10,10.0,201210.501,,,1680.79,1801.641,1900.0,,1705.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_9,1,1.0,32001.927,,,1738.533,1800.622,1900.0,,1438.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_9,2,2.0,36062.478,,,1707.113,1800.881,1900.0,,1475.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_9,3,3.0,33201.856,,,1523.136,1801.443,1900.0,,1475.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_9,4,4.0,34347.576,,,1559.09,1800.438,1900.0,,1436.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_9,5,5.0,33023.436,,,1669.761,1800.95,1900.0,,1452.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_9,6,6.0,29395.683,,,1684.825,1801.087,1900.0,,1475.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_9,7,7.0,34603.492,,,1758.661,1800.76,1900.0,,1408.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_9,8,8.0,35903.98,,,1767.355,1800.859,1900.0,,1417.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_9,9,9.0,38329.048,,,1773.403,1800.299,1900.0,,1486.0,38.0,160.0,50.0,,,,,
ILS_v1,2X,IncT2X_9,10,10.0,40602.54,,,1792.976,1800.01,1900.0,,1482.0,38.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_1,1,1.0,100063.664,,,1707.798,1801.103,1900.0,,698.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_1,2,2.0,102931.83,,,1758.304,1801.631,1900.0,,685.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_1,3,3.0,91665.239,,,1763.186,1800.685,1900.0,,682.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_1,4,4.0,104688.408,,,1688.088,1800.19,1900.0,,696.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_1,5,5.0,108078.178,,,1727.441,1801.159,1900.0,,718.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_1,6,6.0,110847.12,,,1243.253,1801.258,1900.0,,662.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_1,7,7.0,98917.947,,,1574.541,1800.24,1900.0,,704.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_1,8,8.0,87794.096,,,1715.383,1801.538,1900.0,,698.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_1,9,9.0,118528.715,,,1303.516,1801.363,1900.0,,669.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_1,10,10.0,102755.351,,,1578.99,1801.416,1900.0,,701.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_10,1,1.0,44690.447,,,1755.314,1800.728,1900.0,,809.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_10,2,2.0,50736.089,,,1731.571,1801.166,1900.0,,828.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_10,3,3.0,54952.664,,,1761.34,1801.683,1900.0,,812.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_10,4,4.0,59520.315,,,1798.794,1800.171,1900.0,,845.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_10,5,5.0,49262.492,,,1729.599,1801.596,1900.0,,871.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_10,6,6.0,43726.346,,,1351.715,1801.535,1900.0,,858.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_10,7,7.0,50525.859,,,1513.897,1802.688,1900.0,,823.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_10,8,8.0,44317.87,,,1703.777,1800.085,1900.0,,827.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_10,9,9.0,45242.241,,,1649.833,1800.178,1900.0,,832.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_10,10,10.0,46076.28,,,1499.971,1800.454,1900.0,,823.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_2,1,1.0,182872.406,,,1756.419,1800.963,1900.0,,691.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_2,2,2.0,170888.982,,,1683.453,1801.214,1900.0,,726.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_2,3,3.0,228055.401,,,1711.312,1801.202,1900.0,,682.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_2,4,4.0,226832.495,,,1775.784,1802.525,1900.0,,679.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_2,5,5.0,221618.163,,,1478.685,1801.916,1900.0,,690.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_2,6,6.0,215810.034,,,1528.682,1800.686,1900.0,,718.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_2,7,7.0,201156.325,,,1691.146,1801.152,1900.0,,719.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_2,8,8.0,210424.492,,,1756.584,1801.416,1900.0,,713.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_2,9,9.0,190084.718,,,1652.514,1801.023,1900.0,,688.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_2,10,10.0,215978.889,,,1747.766,1800.513,1900.0,,698.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_3,1,1.0,91934.625,,,1712.986,1803.624,1900.0,,720.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_3,2,2.0,81940.47,,,1738.459,1800.658,1900.0,,716.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_3,3,3.0,98372.428,,,1785.017,1800.761,1900.0,,722.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_3,4,4.0,94615.289,,,1771.609,1800.719,1900.0,,748.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_3,5,5.0,98949.552,,,1770.113,1801.491,1900.0,,702.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_3,6,6.0,90825.699,,,1509.546,1800.62,1900.0,,731.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_3,7,7.0,95913.867,,,1732.615,1801.09,1900.0,,721.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_3,8,8.0,84570.139,,,1794.347,1800.458,1900.0,,731.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_3,9,9.0,96024.341,,,1760.749,1800.572,1900.0,,733.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_3,10,10.0,99985.803,,,1782.128,1800.438,1900.0,,750.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_4,1,1.0,193207.77,,,1787.588,1801.037,1900.0,,768.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_4,2,2.0,192623.771,,,1730.865,1800.012,1900.0,,760.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_4,3,3.0,217450.843,,,1679.67,1800.681,1900.0,,767.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_4,4,4.0,174556.54,,,1569.906,1800.962,1900.0,,769.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_4,5,5.0,210610.206,,,1760.714,1800.486,1900.0,,727.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_4,6,6.0,170699.725,,,1718.468,1800.187,1900.0,,761.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_4,7,7.0,167578.477,,,1764.693,1801.278,1900.0,,802.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_4,8,8.0,197798.154,,,1713.536,1800.487,1900.0,,741.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_4,9,9.0,224820.836,,,1691.281,1801.412,1900.0,,743.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_4,10,10.0,208730.316,,,1642.302,1801.045,1900.0,,776.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_5,1,1.0,84328.82,,,1222.715,1800.769,1900.0,,731.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_5,2,2.0,78249.0,,,1330.641,1800.941,1900.0,,743.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_5,3,3.0,126383.565,,,1759.498,1802.631,1900.0,,722.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_5,4,4.0,93409.453,,,1467.703,1800.077,1900.0,,723.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_5,5,5.0,89601.366,,,1661.65,1800.809,1900.0,,698.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_5,6,6.0,100881.457,,,1609.843,1802.555,1900.0,,749.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_5,7,7.0,91276.553,,,1552.17,1800.629,1900.0,,773.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_5,8,8.0,82377.791,,,1697.077,1802.272,1900.0,,739.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_5,9,9.0,74552.219,,,1252.408,1801.595,1900.0,,739.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_5,10,10.0,88930.874,,,1706.126,1800.344,1900.0,,780.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_6,1,1.0,135303.166,,,1411.51,1801.514,1900.0,,679.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_6,2,2.0,124639.052,,,1678.468,1800.845,1900.0,,718.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_6,3,3.0,137009.991,,,1733.966,1800.369,1900.0,,694.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_6,4,4.0,101416.575,,,1683.88,1800.227,1900.0,,707.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_6,5,5.0,112328.052,,,1760.453,1801.879,1900.0,,684.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_6,6,6.0,117604.257,,,1612.701,1800.521,1900.0,,699.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_6,7,7.0,128609.515,,,1777.784,1802.418,1900.0,,677.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_6,8,8.0,108907.293,,,1794.688,1800.62,1900.0,,715.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_6,9,9.0,118227.863,,,1665.239,1801.003,1900.0,,701.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_6,10,10.0,121971.477,,,1726.996,1800.431,1900.0,,695.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_7,1,1.0,58787.263,,,1625.585,1800.392,1900.0,,734.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_7,2,2.0,55184.938,,,1533.043,1800.859,1900.0,,765.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_7,3,3.0,63901.817,,,1762.847,1800.227,1900.0,,767.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_7,4,4.0,47938.854,,,1638.489,1800.923,1900.0,,765.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_7,5,5.0,52047.704,,,1701.742,1800.507,1900.0,,718.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_7,6,6.0,58018.854,,,1782.241,1801.143,1900.0,,804.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_7,7,7.0,51161.026,,,1777.866,1800.647,1900.0,,773.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_7,8,8.0,47569.304,,,1794.981,1800.011,1900.0,,764.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_7,9,9.0,61735.864,,,1758.659,1800.054,1900.0,,733.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_7,10,10.0,51521.612,,,1772.669,1801.528,1900.0,,744.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_8,1,1.0,245077.309,,,1749.869,1801.032,1900.0,,911.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_8,2,2.0,259022.247,,,1677.973,1800.975,1900.0,,855.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_8,3,3.0,249919.115,,,1795.441,1801.313,1900.0,,889.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_8,4,4.0,266603.344,,,1696.26,1800.045,1900.0,,851.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_8,5,5.0,221192.734,,,1540.85,1801.66,1900.0,,865.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_8,6,6.0,231990.402,,,1783.641,1801.107,1900.0,,888.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_8,7,7.0,247062.392,,,1018.584,1801.137,1900.0,,872.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_8,8,8.0,232654.556,,,1760.208,1801.156,1900.0,,898.0,57.0,160.0,50.0,,,,,
ILS_v1,3X,IncT3x_8,9,9.0,229871.322,,,1778.372,1801.668,1900.0,,870.0,57.0,160.0,50.0,,,,,
